GR_F,NPHIC,RHOBC,DTC,VCL_FINAL,PHIE_FINAL,TypeRock
96.2273,0.4464,2.1882,108.933,0.2083,0.2546,1
96.3592,0.4537,2.1785,109.759,0.2097,0.2603,1
91.899,0.4457,2.1901,106.817,0.1657,0.2586,1
98.065,0.4289,2.2168,107.326,0.2276,0.2349,2
106.2908,0.4109,2.2852,104.344,0.3233,0.1819,3
108.0087,0.4019,2.3076,103.043,0.3454,0.1657,3
107.3397,0.4017,2.2699,106.788,0.3367,0.1896,3
89.0986,0.4026,2.1894,107.223,0.14,0.2622,1
93.2033,0.4022,2.2253,105.23,0.1781,0.2358,1
94.8778,0.3902,2.2036,108.739,0.1946,0.247,1
92.5803,0.3672,2.2138,107.467,0.1721,0.2435,1
93.8941,0.3451,2.31,98.565,0.1849,0.1836,2
95.914,0.3322,2.2984,101.186,0.2051,0.1882,2
98.9751,0.3241,2.3379,98.616,0.2374,0.1603,2
98.1766,0.3193,2.348,97.356,0.2288,0.1553,2
101.7216,0.3162,2.388,94.77,0.2681,0.1263,3
114.8043,0.3114,2.462,92.87,0.4413,0.0604,4
121.3567,0.3051,2.501,91.854,0.5491,0.0238,4
122.7069,0.3015,2.5203,90.524,0.5735,0.0091,4
118.5561,0.2981,2.5125,89.623,0.501,0.0226,4
121.8601,0.2902,2.5311,89.398,0.5581,0.0044,4
130.2518,0.283,2.5678,89.484,0.7284,0,4
135.9195,0.2817,2.6231,86.142,0.8725,0,4
132.2455,0.2885,2.6034,86.363,0.7757,0,4
132.4838,0.3064,2.4334,104.001,0.7816,0.0365,4
132.4354,0.339,2.4264,103.529,0.7804,0.0409,4
129.1062,0.3773,2.3633,107.402,0.7025,0.0886,4
123.8746,0.4158,2.2902,111.476,0.5954,0.1459,4
109.3643,0.4456,2.2118,112.289,0.3634,0.2215,3
103.3308,0.4599,2.1595,114.669,0.287,0.2625,2
100.2321,0.4636,2.1802,110.94,0.2513,0.2543,2
104.3788,0.4617,2.1994,110.806,0.2996,0.2368,2
106.7538,0.4559,2.2523,106.418,0.3291,0.2011,3
106.6268,0.442,2.3695,94.333,0.3275,0.1303,3
101.1636,0.4187,2.3493,94.906,0.2618,0.1505,2
106.9788,0.3918,2.4486,87.869,0.332,0.0818,4
111.4685,0.3622,2.4647,89.227,0.3925,0.0647,4
115.5376,0.3397,2.3601,103.057,0.4526,0.1208,3
119.0837,0.3301,2.3845,102.389,0.5098,0.0991,4
114.8044,0.329,2.4704,91.323,0.4413,0.0553,4
116.5759,0.339,2.3904,100.306,0.4688,0.1005,3
116.8764,0.3579,2.3818,100.667,0.4736,0.1051,3
113.8317,0.3754,2.3079,106.582,0.4267,0.1556,3
116.2528,0.3831,2.2686,111.576,0.4637,0.1749,3
115.9665,0.3799,2.2632,112.145,0.4592,0.1787,3
112.2281,0.3733,2.2558,111.512,0.4033,0.19,3
113.6015,0.369,2.3114,106.331,0.4233,0.1539,3
110.2704,0.3671,2.312,104.853,0.3758,0.1593,3
107.3113,0.3604,2.2767,107.551,0.3363,0.1855,3
97.1853,0.3493,2.2384,107.541,0.2183,0.223,1
96.352,0.3344,2.216,110.119,0.2096,0.2376,1
98.1469,0.3218,2.2421,108.587,0.2285,0.2195,2
102.0193,0.3194,2.2643,108.022,0.2716,0.2008,2
111.249,0.3268,2.3381,103.975,0.3894,0.1418,3
118.2629,0.3402,2.408,99.139,0.4961,0.0866,4
120.3264,0.375,2.3826,102.203,0.531,0.0977,4
123.3778,0.365,2.3668,104.705,0.586,0.1006,4
123.1157,0.355,2.3122,110.069,0.5811,0.1343,4
109.9203,0.345,2.1984,116.315,0.371,0.2288,3
106.4029,0.335,2.1834,116.064,0.3247,0.2434,3
99.6673,0.325,2.1592,115.04,0.245,0.2677,2
99.3304,0.32,2.1358,116.741,0.1863,0.272,1
98.803,0.315,2.1595,113.39,0.1957,0.2641,1
97.687,0.315,2.1572,112.689,0.1898,0.2659,1
96.4459,0.315,2.1375,114.013,0.1703,0.2719,1
97.1871,0.315,2.1928,108.403,0.215,0.2581,1
91.3336,0.315,2.1821,107.159,0.1861,0.267,1
91.2101,0.315,2.1928,106.577,0.1938,0.2646,1
93.7734,0.321,2.2316,104.52,0.2401,0.2563,2
94.8841,0.327,2.2525,103.875,0.2678,0.2537,2
96.2872,0.333,2.2593,104.727,0.286,0.2541,2
100.8111,0.339,2.2602,107.418,0.3116,0.2522,3
99.6473,0.345,2.255,108.106,0.311,0.2583,3
96.0262,0.335,2.2363,108.947,0.2702,0.261,2
85.9882,0.2996,2.1945,109.066,0.1576,0.2604,1
79.3039,0.3046,2.1566,109.952,0.1149,0.2787,1
73.6943,0.3161,2.1487,107.873,0.1081,0.2923,1
71.4503,0.3304,2.1452,106.725,0.1182,0.3035,1
71.7911,0.3433,2.1937,101.214,0.1729,0.2994,1
74.7965,0.3477,2.1915,102.628,0.1851,0.3,1
77.9116,0.3408,2.2109,102.198,0.1997,0.2886,1
82.6956,0.3277,2.2402,101.672,0.2191,0.2696,1
83.9599,0.3102,2.2613,100.626,0.2159,0.253,1
83.5711,0.2951,2.2539,101.792,0.1894,0.2462,1
80.1047,0.2868,2.2377,102.283,0.1557,0.2483,1
79.8436,0.283,2.2792,97.865,0.1815,0.2365,1
82.621,0.2793,2.3252,94.33,0.2199,0.2209,1
83.2909,0.2738,2.319,95.485,0.2101,0.2185,1
85.0974,0.2669,2.4043,87.418,0.2716,0.1925,2
85.3832,0.2613,2.4328,84.704,0.2868,0.1822,2
80.6911,0.2593,2.4198,84.076,0.2599,0.1886,2
78.527,0.2582,2.4223,82.881,0.2414,0.1087,3
74.6206,0.2565,2.3865,85.026,0.2052,0.1348,3
68.8997,0.2566,2.3255,89.002,0.1565,0.1777,2
65.06,0.2634,2.2848,91.391,0.1264,0.206,1
59.8231,0.2761,2.2071,96.905,0.0887,0.2577,1
58.2631,0.2904,2.1855,98.001,0.0781,0.2721,1
57.9928,0.302,2.1431,101.989,0.0763,0.298,1
58.3934,0.309,2.1262,103.717,0.079,0.3079,1
59.6789,0.309,2.1254,104.372,0.0877,0.3073,1
58.5432,0.3048,2.1222,104.367,0.08,0.3102,1
58.7773,0.3001,2.1317,103.62,0.0816,0.3042,1
59.5399,0.2971,2.1384,103.363,0.0868,0.2996,1
59.8391,0.2993,2.1397,103.271,0.0888,0.2985,1
59.7954,0.3049,2.1411,102.893,0.0885,0.2977,1
61.7522,0.3099,2.1388,103.838,0.1022,0.2974,1
61.8596,0.3092,2.1446,103.289,0.103,0.2938,1
65.6629,0.3007,2.1716,102.402,0.131,0.274,1
70.9304,0.2897,2.2144,100.585,0.1732,0.243,1
75.9254,0.2829,2.2711,96.988,0.217,0.2033,1
78.7222,0.2797,2.2955,95.745,0.2432,0.1854,2
75.2503,0.2781,2.284,95.484,0.2108,0.1962,2
69.4252,0.2777,2.2787,93.472,0.1607,0.2056,1
64.7405,0.279,2.2386,95.626,0.124,0.2343,1
63.3043,0.2831,2.2225,96.549,0.1134,0.2453,1
62.6938,0.2898,2.1695,101.704,0.1089,0.278,1
62.8606,0.2955,2.1624,102.328,0.1102,0.2821,1
63.7339,0.2952,2.1544,103.586,0.1165,0.2862,1
63.3279,0.2949,2.166,102.173,0.1136,0.2795,1
63.9113,0.2986,2.1661,102.288,0.1179,0.279,1
62.5231,0.3057,2.1487,103.275,0.1077,0.2908,1
61.9155,0.3122,2.1375,103.964,0.1034,0.2981,1
62.2806,0.3201,2.125,105.169,0.106,0.3053,1
59.6636,0.3279,2.1127,105.037,0.0876,0.315,1
56.8231,0.3348,2.0957,105.338,0.0687,0.3276,1
54.7989,0.3427,2.1086,102.757,0.0558,0.3213,1
58.4829,0.3461,2.1311,101.874,0.0796,0.3048,1
56.8497,0.3429,2.1272,101.68,0.0688,0.3085,1
53.1982,0.3395,2.1117,101.831,0.0459,0.3207,1
52.2359,0.3405,2.0873,103.978,0.0401,0.3362,1
52.8925,0.3419,2.1057,102.254,0.0441,0.3246,1
58.7441,0.3386,2.1166,103.814,0.0814,0.3134,1
58.5588,0.3303,2.123,103.352,0.0801,0.3097,1
58.0348,0.3177,2.1339,102.419,0.0766,0.3035,1
52.6566,0.304,2.1198,102.03,0.0426,0.3162,1
50.8116,0.2974,2.132,100.136,0.0318,0.3101,1
53.0839,0.2922,2.1592,98.427,0.0452,0.2919,1
54.7426,0.2871,2.1751,97.657,0.0554,0.2811,1
55.7135,0.2841,2.1799,97.692,0.0615,0.2775,1
49.1696,0.2846,2.1482,98.138,0.0224,0.3014,1
47.4329,0.2888,2.1385,98.249,0.0128,0.3084,1
45.8394,0.2967,2.1219,99.027,0.0044,0.3195,1
49.5068,0.3026,2.1522,97.21,0.0243,0.2988,1
52.2305,0.3015,2.1859,94.85,0.0401,0.2764,1
58.35,0.2967,2.2341,92.599,0.0787,0.2425,1
65.5435,0.29,2.2737,91.825,0.1301,0.2123,1
74.1297,0.2854,2.3127,91.649,0.2008,0.1801,2
89.4305,0.2873,2.4007,88.986,0.3569,0.1078,3
107.3964,0.2952,2.457,85.651,0.6093,0.0431,4
96.8083,0.3006,2.4267,89.017,0.4494,0.0809,4
82.2465,0.2996,2.3183,94.148,0.2782,0.1673,2
70.6001,0.2902,2.253,96.473,0.1704,0.2199,1
59.9599,0.275,2.2083,97.134,0.0896,0.2568,1
55.0962,0.2817,2.1917,102.399,0.0576,0.2708,1
54.8924,0.2883,2.175,105.098,0.0563,0.281,1
55.1479,0.295,2.1583,103.597,0.058,0.291,1
55.234,0.3,2.1556,101.153,0.0585,0.2926,1
58.1319,0.305,2.1528,101.965,0.0773,0.292,1
53.4523,0.305,2.15,102.179,0.0474,0.2973,1
55.3695,0.305,2.1472,102.867,0.0593,0.2975,1
52.5793,0.305,2.1444,103.834,0.0422,0.3013,1
53.016,0.31,2.1417,103.08,0.0448,0.3027,1
51.3583,0.315,2.1361,102.837,0.0349,0.3072,1
55.6275,0.32,2.1306,102.339,0.061,0.3074,1
57.0857,0.325,2.125,103.135,0.0704,0.3097,1
58.6001,0.3248,2.125,103.029,0.0804,0.3084,1
59.597,0.3268,2.125,103.502,0.0872,0.3076,1
60.9948,0.3224,2.125,103.974,0.0968,0.3064,1
62.0372,0.3161,2.125,104.283,0.1042,0.3055,1
64.7298,0.3105,2.125,104.069,0.124,0.3032,1
67.7744,0.3049,2.1375,103.64,0.1475,0.2927,1
68.483,0.2955,2.15,105.368,0.1531,0.2845,1
66.738,0.2851,2.1625,102.955,0.1393,0.2786,1
66.2546,0.2769,2.175,99.39,0.1356,0.2714,1
67.0248,0.273,2.2311,97.66,0.1415,0.2367,1
67.336,0.2748,2.2415,96.62,0.144,0.2301,1
72.7292,0.2796,2.2725,95.539,0.1885,0.206,1
76.3939,0.2827,2.2897,95.213,0.2213,0.1915,2
76.7761,0.2796,2.2902,95.452,0.2248,0.1908,2
74.8436,0.2685,2.2768,96.43,0.2072,0.2011,1
70.7612,0.2514,2.2781,95.096,0.1718,0.2046,1
72.8392,0.2394,2.302,93.899,0.1895,0.1879,2
74.2918,0.2386,2.3295,91.644,0.2022,0.1698,2
75.3512,0.2515,2.3414,90.367,0.2117,0.1614,2
80.4442,0.2737,2.345,90.662,0.2601,0.1533,2
83.3529,0.293,2.204,91.586,0.2897,0.2352,2
90.2347,0.2998,2.138,93.281,0.3663,0.2659,3
88.932,0.2946,2.159,95.043,0.3511,0.255,3
86.1272,0.2823,2.282,95.67,0.3194,0.1843,3
77.4046,0.2678,2.318,94.996,0.2307,0.1732,2
71.7717,0.2595,2.24,93.197,0.1803,0.2266,1
72.7158,0.2571,2.3144,91.879,0.1884,0.1806,2
72.639,0.2583,2.3145,91.789,0.1877,0.1806,2
74.8315,0.2593,2.3215,91.974,0.2071,0.174,2
77.9102,0.2609,2.3444,90.839,0.2355,0.1567,2
80.5456,0.2652,2.3605,90.138,0.2611,0.1438,3
82.7139,0.2691,2.3499,92.098,0.283,0.1476,3
86.7251,0.2722,2.3661,92.041,0.326,0.1325,3
94.1295,0.2721,2.4067,91.003,0.4143,0.0972,4
97.5564,0.2617,2.4493,88.356,0.4596,0.0659,4
98.2823,0.2492,2.4554,88.49,0.4696,0.061,4
98.6871,0.2388,2.4791,86.513,0.4752,0.046,4
106.0655,0.2344,2.533,84.202,0.587,0,4
114.3333,0.2404,2.5677,83.949,0.7379,0,4
116.0137,0.2508,2.5674,84.348,0.773,0,4
113.279,0.2639,2.5401,85.571,0.7168,0,4
110.5244,0.28,2.4928,88.816,0.6644,0.0147,4
103.8053,0.2977,2.4234,92.591,0.5508,0.0706,4
107.0691,0.3173,2.3899,96.919,0.6037,0.0845,4
107.6979,0.3297,2.3751,98.326,0.6144,0.0921,4
109.1902,0.3305,2.3787,98.573,0.6403,0.0868,4
109.3546,0.3214,2.3883,97.961,0.6433,0.0807,4
107.2523,0.3058,2.4103,95.242,0.6068,0.0717,4
109.3849,0.2979,2.4348,93.861,0.6438,0.0524,4
108.5497,0.3054,2.29,93.247,0.6291,0.1419,4
112.9261,0.3168,2.4438,93.784,0.7099,0.0389,4
118.388,0.3235,2.4478,95.547,0.8258,0.0225,4
112.3854,0.3341,2.4056,96.998,0.6994,0.0634,4
108.3125,0.3545,2.363,98.991,0.625,0.0982,4
105.9637,0.3853,2.343,98.946,0.5854,0.1151,4
103.0388,0.4119,2.3051,100.72,0.539,0.1437,3
103.9773,0.4128,2.3363,97.772,0.5535,0.123,4
110.4074,0.3844,2.3846,96.518,0.6623,0.0806,4
118.7132,0.3462,2.4017,99.788,0.8334,0.0495,4
123.3004,0.3163,2.4148,101.529,0.9505,0.0273,4
120.838,0.303,2.4199,100.371,0.885,0.0322,4
125.0609,0.2983,2.3798,106.724,1,0.0426,4
122.9345,0.2916,2.4144,102.316,0.9403,0.0288,4
119.6713,0.2885,2.4047,102.009,0.8562,0.0449,4
111.8318,0.2932,2.4173,96.997,0.6888,0.0576,4
106.1079,0.3028,2.4184,93.971,0.5877,0.0691,4
106.2567,0.312,2.3955,96.151,0.5902,0.0827,4
110.7066,0.3202,2.4378,93.304,0.6677,0.0476,4
113.91,0.3263,2.4403,94.243,0.7294,0.0387,4
112.1675,0.3309,2.4248,94.964,0.6952,0.0522,4
105.0205,0.3343,2.3061,104.346,0.5701,0.1393,4
102.0997,0.3324,2.3002,103.748,0.5247,0.1484,3
100.1599,0.3256,2.3603,96.691,0.4961,0.1154,3
105.9331,0.3205,2.3941,95.845,0.5849,0.0842,4
105.1215,0.3221,2.3947,95.355,0.5717,0.0854,4
106.4522,0.3298,2.4,95.107,0.5934,0.0796,4
112.6228,0.335,2.4683,90.359,0.704,0.0248,4
119.9014,0.3372,2.4894,91.269,0.8618,0,4
122.0519,0.3372,2.5016,90.919,0.9165,0,4
124.8779,0.3378,2.4891,93.502,0.9963,0,4
123.4832,0.3509,2.4277,98.969,0.9556,0.0189,4
120.5053,0.3699,2.3802,102.021,0.8767,0.0572,4
111.4507,0.3914,2.2453,111.631,0.6816,0.1627,4
98.759,0.4154,2.1419,116.147,0.4762,0.2502,3
93.8707,0.4331,2.1331,114.265,0.411,0.2635,3
91.4068,0.4406,2.1285,113.377,0.3804,0.2699,3
88.9312,0.4449,2.1425,110.617,0.3511,0.265,3
81.0688,0.4508,2.1106,110.301,0.2663,0.2946,2
82.988,0.4531,2.2032,101.172,0.2859,0.2361,2
85.0924,0.4519,2.2305,99.229,0.3082,0.2169,3
84.7236,0.4375,2.3554,86.236,0.3042,0.1417,3
86.4154,0.4016,2.3778,85.901,0.3226,0.1258,3
93.6349,0.3542,2.3407,94.835,0.408,0.138,3
105.076,0.3178,2.3881,96.205,0.571,0.0895,4
112.6778,0.2983,2.3065,109.035,0.705,0.1227,4
113.9829,0.2977,2.3112,109.143,0.7308,0.1168,4
112.6517,0.3164,2.2908,110.049,0.7045,0.1323,4
108.8423,0.345,2.2394,112.79,0.6342,0.1719,4
110.3775,0.3727,2.2494,111.395,0.6617,0.1626,4
104.2905,0.3952,2.2157,111.465,0.5584,0.1955,4
102.4337,0.4062,2.1489,117.374,0.5297,0.2395,3
96.7956,0.4035,2.1405,115.863,0.4492,0.2544,3
100.8032,0.3944,2.1313,118.964,0.5055,0.2531,3
102.5896,0.3946,2.1506,117.685,0.5321,0.2382,3
104.9591,0.4022,2.1575,117.734,0.5691,0.2295,4
104.6366,0.4199,2.1323,119.629,0.5639,0.2454,4
97.9851,0.4454,2.1088,118.248,0.4655,0.2716,3
94.4465,0.4551,2.0912,118.194,0.4183,0.288,3
93.7123,0.4569,2.0967,117.21,0.409,0.2857,3
96.9115,0.4558,2.1657,111.296,0.4508,0.2389,3
106.4255,0.4513,2.2341,108.383,0.593,0.1802,4
113.1794,0.4467,2.2827,106.371,0.7148,0.136,4
114.9959,0.44,2.3061,104.92,0.7516,0.1173,4
116.7662,0.4165,2.3205,105.034,0.7893,0.104,4
122.4714,0.3834,2.3763,102.817,0.9277,0.0534,4
127.0196,0.3578,2.4343,99.586,1,0.0095,4
115.9212,0.3459,2.3616,102.841,0.771,0.0813,4
111.2577,0.3528,2.286,108.601,0.678,0.1384,4
107.4867,0.3729,2.2853,106.251,0.6108,0.147,4
101.0947,0.3924,2.241,107.431,0.5098,0.1861,3
91.7263,0.4066,2.1739,109.907,0.3843,0.242,3
96.1204,0.416,2.1949,109.28,0.4402,0.2225,3
98.9251,0.417,2.1963,110.343,0.4785,0.217,3
99.0175,0.4132,2.2143,108.596,0.4798,0.2059,3
91.357,0.4116,2.1704,109.93,0.3798,0.2446,3
85.397,0.4157,2.1149,113.064,0.3115,0.2866,3
85.7936,0.4201,2.1202,112.512,0.3158,0.2828,3
88.9074,0.4224,2.1303,112.741,0.3508,0.2725,3
90.5893,0.4243,2.1091,115.69,0.3705,0.2829,3
84.333,0.4243,2.1072,113.097,0.3,0.2926,3
92.7742,0.4232,2.1565,111.63,0.3972,0.2509,3
103.8459,0.4203,2.2095,111.01,0.5515,0.2002,4
105.0109,0.4124,2.2393,108.628,0.5699,0.1798,4
105.9651,0.3991,2.2307,110.464,0.5854,0.1832,4
100.2948,0.3886,2.1827,113.453,0.4981,0.2229,3
95.2123,0.3871,2.1523,114.486,0.4283,0.2497,3
94.4711,0.3916,2.129,116.489,0.4187,0.265,3
94.3844,0.3966,2.2272,105.762,0.4175,0.2057,3
96.0843,0.3993,2.2304,106.073,0.4397,0.201,3
89.987,0.3975,2.191,107.64,0.3634,0.2341,3
89.8373,0.3951,2.1761,109.257,0.3616,0.2434,3
91.8173,0.3925,2.1474,113.301,0.3854,0.2579,3
102.3821,0.3915,2.2046,111.933,0.529,0.2058,3
110.1893,0.3956,2.2549,109.886,0.6583,0.1597,4
111.3474,0.4031,2.2896,106.408,0.6797,0.136,4
108.8194,0.4052,2.2724,107.044,0.6338,0.152,4
108.6861,0.397,2.301,104.23,0.6315,0.135,4
109.3614,0.3796,2.3145,103.718,0.6434,0.1253,4
107.1175,0.3543,2.3418,100.728,0.6045,0.1135,4
105.336,0.329,2.3577,99.164,0.5751,0.1075,4
111.2912,0.3091,2.3712,101.104,0.6786,0.0867,4
118.4665,0.2953,2.419,99.692,0.8276,0.0397,4
122.572,0.2885,2.4392,99.612,0.9304,0.015,4
115.0884,0.2898,2.4138,98.947,0.7535,0.0518,4
114.6306,0.2981,2.4283,96.884,0.744,0.0442,4
120.0535,0.31,2.4145,100.35,0.8655,0.0378,4
125.0718,0.3179,2.4535,98.128,1,0,4
121.4265,0.3163,2.4514,96.774,0.9001,0.0112,4
119.5497,0.3123,2.4592,95.257,0.8532,0.0122,4
119.5784,0.3088,2.452,96.164,0.8539,0.0165,4
119.6731,0.3073,2.4407,97.471,0.8562,0.0231,4
118.7028,0.3109,2.4395,97.039,0.8331,0.0266,4
114.4434,0.3203,2.416,97.309,0.7402,0.0521,4
111.3552,0.3367,2.3266,104.893,0.6798,0.1136,4
113.326,0.361,2.3022,107.488,0.7177,0.1238,4
114.0919,0.3924,2.2836,108.667,0.733,0.1332,4
113.77,0.4243,2.2716,108.64,0.7266,0.1412,4
101.9724,0.447,2.1533,115.205,0.5228,0.2377,3
94.9833,0.459,2.1328,113.844,0.4253,0.2619,3
89.9274,0.4637,2.1512,109.445,0.3627,0.2584,3
90.1242,0.4648,2.1797,106.437,0.365,0.2408,3
85.331,0.4698,2.1668,105.493,0.3107,0.2552,3
82.7998,0.4702,2.1612,104.948,0.2839,0.2618,2
83.6094,0.4634,2.2019,101.21,0.2924,0.2361,2
88.0325,0.4495,2.228,100.905,0.3407,0.2145,3
92.9062,0.4252,2.2404,102.632,0.3988,0.1999,3
96.5502,0.3982,2.2741,101.645,0.4459,0.1738,3
99.5445,0.377,2.2865,102.436,0.4873,0.1613,3
105.1201,0.3604,2.3024,103.83,0.5717,0.1414,4
115.4946,0.3449,2.3615,102.702,0.762,0.0825,4
128.6498,0.3354,2.4148,103.22,1,0.0214,4
137.1728,0.3297,2.4626,102.11,1,0,4
139.2552,0.3242,2.4743,101.998,1,0,4
136.2387,0.3212,2.4689,101.339,1,0,4
125.6886,0.3241,2.4052,103.339,1,0.0272,4
112.1144,0.3328,2.2948,108.775,0.6942,0.1311,4
109.7052,0.3484,2.2774,108.988,0.6495,0.1471,4
103.835,0.3665,2.257,107.888,0.5513,0.1713,4
110.5179,0.3832,2.2766,108.168,0.6643,0.1458,4
108.1374,0.3994,2.2713,107.075,0.6219,0.1541,4
109.8487,0.4073,2.3165,102.716,0.6521,0.1231,4
104.3745,0.4054,2.3327,98.602,0.5598,0.1244,4
101.586,0.3945,2.3439,96.562,0.517,0.1228,3
99.9426,0.3712,2.4129,89.299,0.493,0.0839,4
99.8821,0.3418,2.4149,90.133,0.4921,0.0828,4
96.7031,0.3204,2.4316,87.717,0.448,0.0781,4
89.2494,0.3282,2.2115,107.652,0.3548,0.2227,3
81.5649,0.3684,2.1277,111.722,0.2713,0.2837,2
84.2017,0.4214,2.096,114.347,0.2986,0.2996,2
89.6105,0.4572,2.1199,112.886,0.359,0.2777,3
93.9502,0.4602,2.1887,107.348,0.412,0.2296,3
96.5919,0.4314,2.2305,105.113,0.4465,0.2001,3
99.0439,0.3942,2.2518,105.296,0.4802,0.1831,3
104.6149,0.3707,2.3199,101.356,0.5636,0.1318,4
109.7271,0.3569,2.384,97.286,0.6499,0.0825,4
111.1902,0.3603,2.4376,92.079,0.6767,0.0467,4
105.8653,0.3899,2.3784,94.95,0.5837,0.0938,4
96.2362,0.444,2.3424,92.52,0.4418,0.1329,3
87.4011,0.4966,2.3003,91.152,0.3336,0.1715,3
83.318,0.5226,2.0697,113.055,0.2893,0.3166,2
81.3962,0.5171,2.0676,112.623,0.2696,0.3203,2
87.1261,0.5046,2.0411,118.477,0.3305,0.329,3
85.8958,0.5227,2.0673,114.463,0.3169,0.3148,3
88.6494,0.5606,2.1249,108.135,0.3478,0.2761,3
90.8355,0.5896,2.2321,96.575,0.3735,0.208,3
86.7389,0.5855,2.193,99.078,0.3262,0.2374,3
86.6218,0.5435,2.2716,92.156,0.3249,0.1899,3
88.672,0.4815,2.334,88.665,0.3481,0.1493,3
92.5277,0.4234,2.199,106.966,0.3941,0.2256,3
88.2466,0.3817,2.3054,95.198,0.3432,0.1672,3
98.1185,0.3549,2.4487,85.251,0.4673,0.0654,4
106.3897,0.3453,2.4643,87.624,0.5924,0.0407,4
107.2553,0.3579,2.4283,91.402,0.6069,0.0608,4
106.9426,0.3858,2.3229,101.518,0.6016,0.1253,4
109.4391,0.4176,2.3271,101.011,0.6448,0.1175,4
109.0285,0.4479,2.2824,104.511,0.6375,0.1455,4
97.942,0.4608,2.2295,104.744,0.4649,0.1985,3
93.2749,0.4573,2.152,111.087,0.4034,0.2529,3
85.4734,0.4431,2.0945,114.277,0.3123,0.2988,3
84.4455,0.4226,2.1098,112.937,0.3012,0.2909,3
86.1941,0.4005,2.1597,109.185,0.3202,0.2584,3
84.7824,0.3793,2.2009,104.917,0.3048,0.2352,3
88.6344,0.3573,2.2513,102.051,0.3476,0.1995,3
87.9355,0.3344,2.3496,92.071,0.3396,0.1409,3
96.5304,0.3156,2.4073,90.418,0.4457,0.0931,4
102.2044,0.3042,2.4267,91.288,0.5263,0.0715,4
105,0.3064,2.4663,88.219,0.5697,0.0423,4
107.3226,0.3201,2.3952,96.359,0.608,0.0807,4
104.4842,0.3354,2.3657,97.692,0.5615,0.1043,4
100.5786,0.3436,2.3339,99.053,0.5022,0.1307,3
99.246,0.3333,2.509,97.759,0.4831,0.0269,4
98.7882,0.3067,2.1083,100.727,0.4766,0.2705,3
95.4166,0.2781,2.1,99.099,0.4309,0.2811,3
85.52,0.2598,2.0917,100.314,0.3128,0.3005,3
71.9278,0.258,2.0833,98.868,0.1816,0.3214,1
64.1375,0.268,2.075,100.298,0.1195,0.334,1
60.6103,0.2814,2.0917,98.36,0.0942,0.327,1
60.9929,0.2915,2.1083,97.475,0.0968,0.3165,1
59.2586,0.2988,2.125,95.972,0.0849,0.3079,1
59.0938,0.3046,2.1417,92.576,0.0837,0.2979,1
57.8758,0.3073,2.1417,92.269,0.0756,0.2989,1
59.3618,0.3049,2.1458,87.448,0.0856,0.2952,1
61.1627,0.2949,2.15,88.75,0.098,0.2911,1
58.769,0.2782,2.1542,90.735,0.0815,0.2906,1
59.9639,0.2635,2.1583,90.038,0.0897,0.2871,1
62.1006,0.2568,2.1083,91.515,0.1047,0.3156,1
68.4758,0.2565,2.1139,90.591,0.153,0.3064,1
78.0418,0.258,2.1194,90.99,0.2367,0.2929,2
86.8464,0.2551,2.125,89.932,0.3274,0.2785,3
91.6494,0.2523,2.315,88.914,0.3833,0.1566,3
97.1399,0.267,2.374,95.503,0.4539,0.1123,3
99.6655,0.31,2.348,98.362,0.489,0.1237,3
100.9735,0.3747,2.2821,103.622,0.508,0.1614,3
97.9121,0.4285,2.263,107.338,0.4644,0.1782,3
98.7563,0.4469,2.375,105.52,0.4762,0.1089,3
98.2901,0.4201,2.402,98.72,0.4697,0.0934,4
102.8823,0.363,2.3674,95.777,0.5366,0.1062,3
99.332,0.3194,2.4147,90.73,0.4843,0.0839,4
102.2964,0.3089,2.4548,88.155,0.5277,0.0544,4
101.9016,0.3305,2.4507,87.619,0.5217,0.0575,4
98.936,0.3655,2.4058,89.813,0.4787,0.0899,4
94.3799,0.3929,2.2399,104.538,0.4175,0.198,3
95.3859,0.4104,2.1635,112.514,0.4305,0.2426,3
95.8151,0.4184,2.1481,114.061,0.4362,0.2513,3
94.7521,0.4189,2.1386,114.582,0.4223,0.2587,3
93.7424,0.4128,2.1565,112.444,0.4093,0.2495,3
93.3612,0.3948,2.2192,106.22,0.4045,0.212,3
95.9548,0.3759,2.2346,106.427,0.438,0.1987,3
97.8348,0.3722,2.2331,107.563,0.4634,0.1965,3
105.8298,0.3884,2.284,105.085,0.5832,0.1511,4
105.5878,0.4071,2.2877,103.899,0.5792,0.1494,4
106.9803,0.4079,2.2915,104.087,0.6022,0.1443,4
101.8743,0.3951,2.2809,103.41,0.5213,0.1605,3
98.4614,0.3736,2.391,102.825,0.4721,0.0998,4
91.0386,0.3529,2.423,100.424,0.3759,0.092,4
88.2791,0.3495,2.2645,100.774,0.3436,0.192,3
91.3348,0.3567,2.2768,100.553,0.3795,0.1802,3
94.5242,0.3673,2.26,103.383,0.4193,0.1855,3
97.5379,0.3786,2.2842,101.721,0.4593,0.166,3
94.0637,0.3888,2.2748,100.807,0.4134,0.1773,3
96.7432,0.3934,2.2629,103.114,0.4485,0.1803,3
97.971,0.3935,2.2325,106.904,0.4653,0.1966,3
100.4204,0.3946,2.2545,105.6,0.4999,0.1791,3
95.4023,0.3984,2.226,106.273,0.4307,0.2047,3
96.4926,0.3957,2.2275,106.704,0.4452,0.2021,3
99.6972,0.3888,2.2539,105.562,0.4895,0.1808,3
