GR_F,NPHIC,RHOBC,DTC,VCL_FINAL,PHIE_FINAL,TypeRock
80.268,0.3351,2.176,106.8653,0.3312,0.2134,3
65.1419,0.3486,2.1029,99.6899,0.2198,0.272,1
57.339,0.3403,2.139,97.4856,0.2039,0.2673,1
52.336,0.3139,2.2076,96.218,0.1984,0.2406,1
45.6184,0.2873,2.232,94.2558,0.1529,0.2322,1
40.0503,0.2717,2.2438,94.0989,0.1207,0.2296,1
35.7416,0.2905,2.2076,96.5265,0.11,0.2528,1
34.8627,0.3309,2.1431,96.8703,0.1209,0.2892,1
35.6893,0.3555,2.123,100.7376,0.1464,0.3027,1
36.5039,0.352,2.1093,108.1584,0.1319,0.3062,1
36.7048,0.3322,2.1001,106.4997,0.0931,0.3042,1
36.5851,0.3144,2.1,105.5745,0.064,0.2997,1
37.1447,0.3043,2.1029,106.4847,0.0516,0.2954,1
38.8289,0.3089,2.1099,105.3551,0.0692,0.2922,1
40.4003,0.3119,2.1145,104.2036,0.0822,0.2897,1
41.2623,0.3172,2.1146,104.7352,0.0934,0.2901,1
43.2755,0.3355,2.1121,103.9672,0.1267,0.2937,1
44.8232,0.3411,2.1104,101.4463,0.1392,0.2942,1
47.8306,0.3382,2.1154,99.779,0.1481,0.288,1
51.0847,0.3366,2.1182,100.0294,0.1585,0.2825,1
54.3072,0.3206,2.1154,99.7232,0.1419,0.2753,1
54.7915,0.3084,2.1119,97.7219,0.1211,0.2729,1
50.3491,0.317,2.1121,97.2341,0.1196,0.2807,1
46.1111,0.3207,2.1197,99.3109,0.1177,0.2837,1
43.1034,0.3148,2.133,99.2613,0.1097,0.2804,1
40.474,0.3246,2.1583,100.4731,0.1382,0.2761,1
41.99,0.315,2.1917,98.0712,0.1541,0.2591,1
44.0543,0.2794,2.225,99.2102,0.1297,0.2346,1
44.8675,0.2482,2.2333,97.0706,0.0885,0.2222,1
46.9582,0.2139,2.2417,97.4949,0.047,0.2074,1
51.0354,0.209,2.2333,96.6859,0.0605,0.1992,2
53.4706,0.2413,2.225,99.1311,0.0993,0.2132,1
55.5068,0.2793,2.1583,97.6656,0.1143,0.2463,1
56.9098,0.3102,2.1427,93.9597,0.1568,0.2585,1
54.6915,0.3216,2.1107,96.1908,0.1412,0.2769,1
52.3697,0.3197,2.111,96.8334,0.13,0.2793,1
53.5164,0.3209,2.1037,95.9096,0.1301,0.281,1
53.5409,0.3278,2.0976,94.0916,0.1365,0.2851,1
54.4907,0.329,2.0928,95.1269,0.1379,0.2861,1
57.6398,0.3273,2.0894,96.5509,0.1441,0.2828,1
56.2747,0.3249,2.1013,97.2284,0.1446,0.2793,1
54.236,0.3149,2.1205,97.8666,0.1365,0.2719,1
53.0884,0.3032,2.1429,96.3835,0.1316,0.2617,1
50.2687,0.299,2.1714,96.6916,0.1381,0.2531,1
50.0017,0.2988,2.1908,96.8056,0.1524,0.2459,1
46.7863,0.3055,2.1903,95.7315,0.1523,0.2517,1
43.4812,0.3123,2.1817,95.1119,0.1461,0.2606,1
42.0824,0.3153,2.1626,97.5792,0.1313,0.2702,1
41.9897,0.3084,2.1396,97.1787,0.1015,0.2773,1
44.4066,0.3039,2.1277,97.4171,0.0919,0.2782,1
49.4499,0.3083,2.1181,99.3447,0.1074,0.2772,1
54.1478,0.3147,2.1135,99.791,0.1303,0.2747,1
57.5855,0.3199,2.1205,99.7372,0.157,0.2688,1
62.8589,0.3135,2.1409,99.7695,0.1842,0.2516,1
68.3479,0.3032,2.165,100.1431,0.211,0.2309,1
73.4905,0.2966,2.1866,100.5254,0.242,0.2121,2
78.7487,0.2965,2.2035,100.3613,0.2828,0.1957,2
84.7854,0.3076,2.2206,99.8638,0.3489,0.1795,3
92.1112,0.3148,2.2545,99.4308,0.435,0.1512,3
99.1045,0.3176,2.3046,99.5162,0.5321,0.1137,3
106.2092,0.3143,2.3577,99.3501,0.6317,0.0698,4
112.8372,0.3058,2.4,99.9704,0.7223,0.0263,4
117.6498,0.3039,2.4214,101.1158,0.7896,0,4
122.5343,0.3144,2.4342,103.7886,0.817,0,4
126.4182,0.3272,2.4433,105.6269,0.8449,0,4
127.0833,0.337,2.4455,105.6184,0.8626,0,4
122.8515,0.3381,2.4375,106.2957,0.8579,0.0008,4
117.0702,0.326,2.4177,106.378,0.8224,0.0059,4
112.4502,0.3245,2.3812,106.4632,0.674,0.0608,4
109.5112,0.3531,2.357,106.807,0.6485,0.0964,4
110.0372,0.3867,2.3527,107.0185,0.7099,0.1033,4
109.0305,0.3839,2.346,107.6921,0.6826,0.1115,4
106.4358,0.3661,2.3486,107.012,0.6167,0.1201,4
103.5267,0.3354,2.3478,108.2306,0.5253,0.1272,3
101.3893,0.3066,2.3423,108.1096,0.4451,0.1322,3
102.3728,0.3376,2.3514,108.5601,0.5184,0.1313,3
102.6428,0.3726,2.3697,109.7932,0.5989,0.1308,4
100.9463,0.3924,2.388,113.4673,0.6305,0.1357,4
97.6691,0.3966,2.3756,115.9766,0.59,0.1555,4
93.2258,0.3726,2.3457,113.8921,0.4772,0.178,3
90.5472,0.3438,2.3324,113.0533,0.392,0.1851,3
93.0737,0.3317,2.3178,109.908,0.379,0.1804,3
97.1045,0.3256,2.3411,104.7688,0.4298,0.1544,3
104.2722,0.3191,2.3801,100.6946,0.5387,0.1055,3
111.4144,0.3208,2.3886,100.5277,0.6564,0.0632,4
110.9395,0.3193,2.4002,101.1684,0.657,0.0606,4
112.7603,0.32,2.3939,100.0509,0.6844,0.0519,4
114.4267,0.333,2.3934,101.0515,0.7388,0.0434,4
113.4066,0.3503,2.3989,103.6045,0.7531,0.0522,4
112.0725,0.3569,2.3998,105.6741,0.7403,0.0624,4
107.4589,0.3668,2.3955,107.9069,0.6784,0.0942,4
101.5455,0.3764,2.3851,111.5455,0.6076,0.1301,4
94.6655,0.3845,2.372,116.5985,0.5364,0.1649,3
89.5451,0.4086,2.3636,120.7107,0.5246,0.1919,3
85.1775,0.4293,2.3636,121.9726,0.5266,0.2104,3
83.2204,0.4342,2.3669,123.3195,0.5246,0.2157,3
82.577,0.4413,2.371,123.8768,0.5366,0.2178,3
82.5007,0.4395,2.3785,122.0544,0.5402,0.2143,3
86.2969,0.4062,2.394,120.6895,0.5254,0.1879,3
86.8166,0.3808,2.4087,119.3074,0.5005,0.173,3
86.1328,0.3758,2.4055,116.9347,0.4838,0.1748,3
88.7982,0.3852,2.3923,118.0994,0.507,0.1754,3
90.2057,0.4208,2.371,118.6083,0.558,0.1903,4
91.749,0.4556,2.3508,118.4035,0.6101,0.2044,4
95.081,0.4587,2.3492,119.6481,0.644,0.1947,4
97.8543,0.4439,2.3539,120.7473,0.651,0.1777,4
98.5281,0.4239,2.362,120.1677,0.6321,0.1656,4
100.7444,0.4041,2.3713,119.9001,0.6319,0.1469,4
103.0573,0.3776,2.3745,117.6898,0.6174,0.1282,4
104.7536,0.3606,2.3773,115.3818,0.6127,0.1146,4
107.9309,0.3428,2.3808,113.2901,0.6301,0.0923,4
109.2533,0.3369,2.3795,110.8441,0.639,0.084,4
110.3109,0.3569,2.3805,110.0699,0.6909,0.0821,4
112.8783,0.3757,2.3784,110.6003,0.766,0.071,4
111.3131,0.3944,2.3721,111.3033,0.7634,0.0887,4
110.7694,0.4153,2.3648,113.6286,0.7825,0.1008,4
110.4674,0.4314,2.359,115.6233,0.7991,0.1096,4
109.0924,0.4395,2.3564,117.2003,0.788,0.1215,4
112.2043,0.4323,2.3545,119.3857,0.8264,0.1004,4
115.2713,0.427,2.3547,120.4437,0.8783,0.0761,4
118.5474,0.4188,2.3577,120.9508,0.9073,0.0586,4
120.8628,0.4058,2.3638,120.4278,0.8914,0.0529,4
117.3343,0.4115,2.3732,120.0255,0.9102,0.0498,4
111.1904,0.4153,2.3821,117.3418,0.8067,0.0907,4
105.9711,0.4153,2.3881,115.164,0.7326,0.1184,4
100.3116,0.419,2.3917,112.5076,0.6722,0.1444,4
96.8346,0.4126,2.397,111.3043,0.6297,0.1542,4
96.6523,0.4063,2.4018,110.2721,0.6218,0.1511,4
97.1713,0.3899,2.4057,108.4539,0.6031,0.1428,4
97.7126,0.3743,2.4078,108.4383,0.5841,0.1355,4
97.9297,0.3839,2.4047,108.2274,0.5997,0.1386,4
98.9571,0.3855,2.4031,108.2692,0.6118,0.1357,4
95.635,0.387,2.4022,109.6995,0.5795,0.1492,4
92.8352,0.3979,2.4018,110.7443,0.5718,0.1622,4
92.998,0.3962,2.4039,112.1728,0.5724,0.1603,4
89.2055,0.399,2.4054,113.5591,0.5466,0.1726,3
88.9458,0.4082,2.4043,114.8186,0.5591,0.1765,4
90.9026,0.4174,2.4033,114.7661,0.5897,0.1736,4
93.6252,0.4297,2.4022,115.4542,0.6333,0.1689,4
98.0822,0.4303,2.3968,115.0445,0.6723,0.1549,4
101.7449,0.4335,2.3886,114.4908,0.7103,0.1439,4
98.5919,0.4467,2.3779,115.7145,0.6869,0.1658,4
91.0204,0.4515,2.3661,117.847,0.612,0.1992,4
86.9248,0.4604,2.359,121.2221,0.5877,0.2172,4
86.1668,0.4725,2.3587,122.4864,0.6023,0.2235,4
89.4845,0.4512,2.3578,123.4756,0.5908,0.2072,4
95.18,0.433,2.3606,124.1179,0.6124,0.1816,4
101.0923,0.4287,2.369,122.7588,0.6752,0.1534,4
103.3614,0.4246,2.3722,120.9129,0.6986,0.1406,4
103.0672,0.4153,2.36,118.8103,0.6672,0.1445,4
96.5801,0.3883,2.3275,112.5274,0.5177,0.1781,3
91.0282,0.347,2.2794,109.5816,0.3496,0.2076,3
85.3976,0.3044,2.2336,104.289,0.1886,0.2337,1
78.0769,0.2756,2.2136,101.9518,0.0729,0.2531,1
79.3357,0.2703,2.1955,101.0015,0.0574,0.2558,1
79.4222,0.2739,2.183,100.3452,0.058,0.2599,1
79.4538,0.2787,2.194,101.5329,0.0671,0.2596,1
86.2236,0.2906,2.2196,101.9511,0.1574,0.2345,1
92.5045,0.3108,2.2829,101.8646,0.3043,0.1926,3
99.9695,0.3207,2.3521,103.9745,0.4627,0.1372,3
106.0095,0.3352,2.4009,104.0943,0.6095,0.0916,4
107.582,0.3562,2.4224,104.2928,0.6885,0.0792,4
105.6743,0.3664,2.4132,104.5714,0.6701,0.0958,4
104.101,0.3662,2.4038,105.9837,0.6399,0.1076,4
100.377,0.3701,2.3844,109.0334,0.5827,0.1337,4
98.8329,0.379,2.3656,113.0604,0.5625,0.1505,4
100.3263,0.3956,2.3583,115.2508,0.5998,0.1519,4
101.0216,0.41,2.3573,116.2237,0.6311,0.1533,4
105.6227,0.4116,2.3744,117.5936,0.708,0.1249,4
110.6044,0.3941,2.3964,115.8517,0.7747,0.0826,4
114.9035,0.3663,2.4105,113.0529,0.8221,0.0397,4
116.9643,0.3473,2.4196,111.1327,0.8459,0.0145,4
113.892,0.3516,2.4239,109.4801,0.7894,0.0378,4
113.4979,0.3613,2.4203,108.1322,0.7945,0.0446,4
111.5831,0.3669,2.4221,109.2852,0.7705,0.0582,4
109.9172,0.3755,2.4146,111.4836,0.7497,0.0741,4
112.1765,0.3756,2.3884,111.6586,0.7628,0.0713,4
108.0415,0.364,2.3911,113.1088,0.6779,0.0923,4
103.5053,0.3648,2.3737,113.4221,0.6005,0.1231,4
100.4465,0.3746,2.3397,113.4958,0.5473,0.154,3
98.1354,0.3679,2.3623,112.3375,0.533,0.1518,3
98.9509,0.3573,2.3749,110.7102,0.5361,0.1404,3
100.7273,0.3468,2.4007,109.1966,0.5631,0.1191,4
103.3446,0.3403,2.4396,107.2084,0.6215,0.0889,4
104.762,0.3561,2.4234,106.46,0.6504,0.0932,4
105.8027,0.3801,2.4047,106.5003,0.6867,0.1024,4
103.3366,0.3956,2.4077,105.4843,0.6839,0.1175,4
101.7097,0.3894,2.415,105.0779,0.6608,0.12,4
99.5101,0.3738,2.4423,106.1252,0.6363,0.1135,4
98.5832,0.3611,2.4626,107.3596,0.6247,0.1051,4
100.1268,0.3686,2.4368,108.1033,0.6288,0.1118,4
97.4102,0.3887,2.4079,112.9401,0.6057,0.1406,4
95.699,0.4037,2.3915,116.3615,0.5979,0.1582,4
94.2868,0.4205,2.3852,117.9152,0.6069,0.1708,4
90.934,0.4442,2.3573,119.6617,0.5903,0.2007,4
93.0004,0.4622,2.3371,119.7998,0.6189,0.208,4
98.1862,0.4626,2.3269,119.5765,0.6597,0.1933,4
101.0088,0.4565,2.2917,117.793,0.6458,0.1943,4
105.4089,0.4314,2.2867,117.4617,0.6527,0.1689,4
108.0431,0.4094,2.2968,117.9366,0.6625,0.1451,4
105.3503,0.4047,2.2918,116.9085,0.6116,0.1602,4
102.1575,0.4039,2.3092,117.8408,0.5869,0.1674,4
100.3444,0.401,2.3131,120.9942,0.565,0.1728,4
97.1664,0.4083,2.2837,123.2345,0.5146,0.2001,3
93.3511,0.4306,2.2851,125.2928,0.5174,0.2192,3
93.189,0.459,2.2417,128.7101,0.5215,0.2461,3
92.8435,0.4845,2.2416,124.5706,0.5617,0.2547,4
93.3357,0.4889,2.3114,122.193,0.642,0.2261,4
97.349,0.4565,2.3331,117.9392,0.6468,0.1921,4
99.9136,0.4154,2.3721,114.46,0.6424,0.1532,4
101.6874,0.3853,2.3861,113.2059,0.6252,0.1313,4
102.0288,0.3677,2.3636,111.8777,0.5774,0.135,4
101.144,0.3782,2.3488,114.4386,0.5703,0.148,4
98.4848,0.4194,2.31,119.6387,0.5729,0.1866,4
95.8381,0.4513,2.3,121.0485,0.5904,0.21,4
