DEPTH,GR_F,RTds,RHOBC,NPHIC,DT4P,Perm_Core_ds,Pore_Core_ds,PorZ_Core_ds,RHOB_Core_ds,Rqi_Core_ds,Rqi_spec_Core,Soil_Core_ds,Swir_spec_Core,Sw_Core_ds,PHIE_D,PHIE_FINAL,PHIE_N,PHIE_ND,PHIE_S,PHIE_sand,Swi_Porz10,Swi_Porz9,Swi_Rqi10,Swi_Rqi9,Sw_Ind,Sxo_Ind,TypeRock,VCL_disp,VCL_FINAL,VCL_lam
1731.7212,112.6593,0.7364,2.3905,0.4355,119.2398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0796,0.1924,0.1924,0.1803,0.2161,0.2725,0.3007,0.5306,0.3011,0.4834,0.8277,0.9214,3,0,0.5499,0.5499
1731.8736,110.4954,0.7371,2.3807,0.4607,119.9486,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0845,0.2122,0.2122,0.1995,0.2156,0.3225,0.2891,0.488,0.2586,0.4394,0.7747,0.8637,4,0,0.5616,0.5616
1732.026,110.1449,0.7343,2.379,0.4826,120.7845,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0823,0.2198,0.2198,0.2073,0.2064,0.3589,0.285,0.4734,0.2466,0.4269,0.7464,0.8253,4,0,0.5928,0.5928
1732.1784,107.7038,0.7254,2.3748,0.492,121.6445,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0858,0.2329,0.2329,0.22,0.2167,0.3852,0.2783,0.4499,0.2307,0.4101,0.7285,0.8109,4,0,0.5846,0.5846
1732.3308,100.4223,0.6782,2.3748,0.4942,122.1053,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0903,0.2554,0.2554,0.241,0.242,0.4058,0.2676,0.414,0.215,0.3931,0.7297,0.8121,3,0,0.5403,0.5403
1732.4832,98.7425,0.6552,2.3769,0.485,122.9185,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0913,0.2565,0.2565,0.2415,0.2589,0.3935,0.2671,0.4124,0.2146,0.3926,0.7505,0.8313,3,0,0.518,0.518
1732.6356,98.5266,0.6384,2.3784,0.4767,123.8661,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0917,0.2541,0.2541,0.239,0.2723,0.3807,0.2682,0.4159,0.2155,0.3937,0.7712,0.8519,3,0,0.5049,0.5049
1732.788,99.4366,0.6243,2.38,0.4726,123.9306,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0907,0.2498,0.2498,0.2347,0.2725,0.3723,0.2701,0.4225,0.2177,0.3961,0.7889,0.8828,3,0,0.5055,0.5055
1732.9404,102.7144,0.6527,2.3878,0.4672,122.5413,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0837,0.2347,0.2347,0.2203,0.2519,0.353,0.2773,0.4468,0.2289,0.4082,0.7922,0.8863,3,0,0.5267,0.5267
1733.0928,105.4178,0.666,2.3968,0.4606,121.2742,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0761,0.2196,0.2196,0.2057,0.2335,0.3305,0.2851,0.4737,0.2468,0.4271,0.808,0.9011,3,0,0.5451,0.5451
1733.2452,105.7141,0.6633,2.3976,0.4544,120.5403,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0764,0.2167,0.2167,0.2028,0.2316,0.3204,0.2866,0.4792,0.2512,0.4317,0.8201,0.9105,3,0,0.538,0.538
1733.3976,106.3264,0.674,2.3965,0.4541,121.3426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0768,0.2153,0.2153,0.2016,0.2363,0.3186,0.2874,0.4819,0.2534,0.434,0.8152,0.892,3,0,0.5403,0.5403
1733.55,108.226,0.6955,2.3918,0.4558,121.6084,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0787,0.2123,0.2123,0.199,0.2332,0.3172,0.289,0.4878,0.2583,0.4392,0.8036,0.8795,4,0,0.5507,0.5507
1733.7024,108.5407,0.672,2.3859,0.4486,121.6645,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0841,0.2129,0.2129,0.1997,0.242,0.3101,0.2887,0.4866,0.2573,0.4381,0.8255,0.9012,3,0,0.5335,0.5335
1733.8548,109.0783,0.6441,2.3937,0.4459,122.097,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0783,0.2059,0.2059,0.1928,0.2405,0.2993,0.2927,0.5008,0.2702,0.4515,0.8565,0.9308,3,0,0.5431,0.5431
1734.0072,116.6997,0.6168,2.4078,0.4242,120.361,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0649,0.1635,0.1635,0.1527,0.2056,0.2163,0.3203,0.6068,0.4014,0.5862,0.9712,1.0448,4,0.0057,0.588,0.5823
1734.1596,122.1413,0.562,2.4264,0.3899,115.6771,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0512,0.1197,0.1197,0.1114,0.1609,0.0992,0.3598,0.7767,0.6979,0.8873,1.1763,1.2614,4,0.0588,0.6089,0.5501
1734.312,128.6105,0.6312,2.4484,0.3548,111.6388,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0327,0.0632,0.0632,0.0591,0.1082,0,0.4502,1.2509,1.732,1.9311,1.371,1.4309,4,0.1238,0.6556,0.5318
1734.4644,131.4453,1.0418,2.4543,0.3158,109.1997,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0308,0.032,0.032,0.0318,0.0986,0,0.5658,2.0324,3.4665,3.6757,1.2816,1.3682,4,0.1674,0.6387,0.4713
1734.6168,126.3536,1.2929,2.4518,0.2972,105.2933,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0429,0.0602,0.0602,0.0577,0.12,0,0.4579,1.2967,1.8362,2.036,1.0736,1.1863,4,0.1492,0.5369,0.3876
1734.7692,119.1652,1.4496,2.4427,0.3022,103.2009,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0568,0.1025,0.1025,0.0963,0.1446,0.0632,0.3804,0.8745,0.8964,1.0881,0.8814,0.9928,3,0.1089,0.4557,0.3468
1734.9216,112.8173,1.5394,2.4294,0.3276,104.3424,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0685,0.1425,0.1425,0.133,0.1688,0.1318,0.3374,0.6775,0.5151,0.7019,0.7377,0.7966,3,0.0628,0.4236,0.3609
1735.074,109.1272,1.5226,2.4179,0.3554,105.2659,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0754,0.1693,0.1693,0.1578,0.1745,0.1842,0.3161,0.5898,0.3767,0.561,0.668,0.6979,3,0.0276,0.4258,0.3983
1735.2264,102.7605,1.49,2.4096,0.3716,107.556,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0834,0.1983,0.1983,0.1847,0.2051,0.2364,0.2971,0.5171,0.2864,0.4683,0.6251,0.6576,3,0,0.3979,0.3979
1735.3788,99.2265,1.4541,2.403,0.3901,110.2387,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0874,0.2166,0.2166,0.2018,0.2246,0.2669,0.2867,0.4794,0.2513,0.4318,0.5967,0.6319,3,0,0.3984,0.3984
1735.5312,97.3694,1.4164,2.3971,0.4092,112.3317,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0898,0.2297,0.2297,0.2142,0.2335,0.2931,0.2799,0.4554,0.234,0.4137,0.576,0.6261,3,0,0.4115,0.4115
1735.6836,97.7342,1.2823,2.3949,0.4286,114.5332,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0879,0.2347,0.2347,0.2192,0.2344,0.3135,0.2773,0.4467,0.2288,0.4082,0.5854,0.6428,3,0,0.4426,0.4426
1735.836,104.3248,1.1342,2.3913,0.4559,116.5388,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0819,0.2251,0.2251,0.2109,0.2095,0.3308,0.2822,0.4636,0.2394,0.4194,0.6093,0.6635,3,0,0.5231,0.5231
1735.9884,108.0119,1.0236,2.391,0.4772,116.8188,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0758,0.2187,0.2187,0.2057,0.182,0.3503,0.2855,0.4753,0.2481,0.4285,0.6316,0.6873,4,0,0.5832,0.5832
1736.1408,110.9437,0.9239,2.3984,0.4752,116.9677,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0683,0.2038,0.2038,0.1915,0.1691,0.3306,0.2939,0.5053,0.2745,0.456,0.6841,0.7469,4,0,0.6114,0.6114
1736.2932,113.611,0.8175,2.4096,0.4479,115.808,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0623,0.1806,0.1806,0.1687,0.1651,0.267,0.3083,0.5592,0.3356,0.5189,0.7854,0.8562,4,0,0.6024,0.6024
1736.4456,109.1293,0.8017,2.4043,0.4004,113.7232,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.078,0.1883,0.1883,0.1757,0.2089,0.2409,0.3032,0.5401,0.3121,0.4947,0.8392,0.9103,3,0,0.4823,0.4823
1736.598,103.7526,0.8968,2.3965,0.3475,109.7042,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0966,0.1971,0.1971,0.1847,0.2453,0.2216,0.2978,0.5198,0.2893,0.4712,0.8538,0.9481,3,0.0055,0.3483,0.3428
1736.7504,99.9714,1.0156,2.3966,0.3081,105.4296,34.5192,0.227,0.294,2.2523,0.387,-999.25,0.47,-999.25,0.4,0.1057,0.1982,0.1982,0.1863,0.2573,0.2036,0.2971,0.5173,0.2867,0.4686,0.8618,0.9687,2,0.0201,0.2603,0.2402
1736.9028,97.7479,1.6297,2.3972,0.2852,101.2883,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1104,0.1981,0.1981,0.1867,0.2513,0.1944,0.2972,0.5175,0.2869,0.4688,0.7049,0.7898,2,0.0292,0.2106,0.1814
1737.0552,99.5254,1.8961,2.4151,0.2862,99.4061,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0957,0.1832,0.1832,0.1718,0.2204,0.1769,0.3065,0.5527,0.3273,0.5104,0.6671,0.7234,2,0.0423,0.2452,0.2029
1737.2076,102.9779,1.8326,2.4363,0.3012,99.7956,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0751,0.1648,0.1648,0.1533,0.1875,0.1579,0.3194,0.603,0.3957,0.5803,0.6804,0.7216,3,0.053,0.3178,0.2648
1737.36,103.1211,1.8328,2.441,0.3181,99.4974,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0686,0.1658,0.1658,0.1536,0.1682,0.1645,0.3186,0.6,0.3913,0.5759,0.6552,0.6928,3,0.0454,0.3525,0.3071
1737.5124,101.5583,1.8753,2.4402,0.3386,99.8713,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0667,0.1758,0.1758,0.1625,0.1598,0.1866,0.3115,0.5718,0.352,0.5357,0.6105,0.65,3,0.0283,0.3752,0.3469
1737.6648,99.596,1.8622,2.4347,0.3608,101.0778,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0683,0.1899,0.1899,0.1756,0.16,0.2189,0.3022,0.5363,0.3077,0.4902,0.5741,0.6222,3,0.0068,0.3928,0.386
1737.8172,99.7114,1.7865,2.431,0.3706,102.6281,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0694,0.1942,0.1942,0.1797,0.1655,0.2312,0.2996,0.5263,0.2964,0.4786,0.5726,0.6319,3,0,0.4049,0.4049
1737.9696,99.5727,1.6996,2.4293,0.3777,104.8295,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0696,0.1973,0.1973,0.1826,0.1774,0.2386,0.2977,0.5193,0.2888,0.4707,0.5778,0.6376,3,0,0.4135,0.4135
1738.122,98.7806,1.6301,2.4267,0.3976,107.0638,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0687,0.2058,0.2058,0.1907,0.1817,0.2603,0.2927,0.5009,0.2703,0.4516,0.5641,0.6212,3,0,0.4381,0.4381
1738.2744,96.7132,1.5251,2.4229,0.4114,111.2622,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0703,0.2168,0.2168,0.201,0.2095,0.2818,0.2866,0.4791,0.251,0.4316,0.5624,0.6102,3,0,0.4443,0.4443
1738.4268,93.6437,1.411,2.4165,0.4221,113.9034,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.075,0.2306,0.2306,0.2142,0.2322,0.3041,0.2794,0.4538,0.233,0.4126,0.565,0.6145,3,0,0.4376,0.4376
1738.5792,92.5032,1.2253,2.4103,0.4481,114.3814,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0759,0.2433,0.2433,0.2268,0.2215,0.3395,0.2732,0.4327,0.2217,0.4005,0.5762,0.6337,3,0,0.4665,0.4665
1738.7316,94.731,1.1083,2.4074,0.4351,113.8308,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0791,0.2365,0.2365,0.2203,0.2242,0.3209,0.2764,0.4437,0.2272,0.4064,0.6244,0.6891,3,0,0.4529,0.4529
1738.884,98.7844,1.0446,2.4058,0.4024,111.0329,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0835,0.2192,0.2192,0.2041,0.22,0.2778,0.2853,0.4745,0.2474,0.4278,0.6934,0.7673,3,0,0.4196,0.4196
1739.0364,102.9728,1.04,2.4026,0.3623,106.3512,16.69,0.202,0.253,2.2768,0.285,-999.25,0.41,-999.25,0.47,0.0901,0.1995,0.1995,0.1863,0.2074,0.233,0.2964,0.5145,0.2838,0.4655,0.7658,0.8569,3,0,0.3753,0.3753
1739.1888,106.4476,1.4231,2.3982,0.3206,105.213,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.098,0.1811,0.1811,0.1704,0.2241,0.1867,0.3079,0.5579,0.3339,0.5171,0.7243,0.8208,3,0.0306,0.3245,0.2939
1739.3412,108.6567,1.7747,2.4059,0.305,101.8558,3.1733,0.166,0.199,2.3177,0.137,-999.25,0.22,-999.25,0.64,0.0933,0.1656,0.1656,0.1561,0.1994,0.16,0.3188,0.6007,0.3924,0.5769,0.6851,0.7844,3,0.0508,0.3245,0.2737
1739.4936,107.9959,1.8569,2.4198,0.3147,99.1557,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0817,0.162,0.162,0.1517,0.1654,0.158,0.3214,0.6113,0.4081,0.593,0.66,0.7527,3,0.0502,0.3532,0.303
1739.646,106.3413,1.7475,2.4403,0.3317,98.8403,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0646,0.1597,0.1597,0.1478,0.1422,0.1598,0.3233,0.6187,0.4193,0.6044,0.6612,0.7261,3,0.0456,0.3955,0.3499
1739.7984,105.7176,1.758,2.4649,0.3365,99.6616,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0457,0.1485,0.1485,0.136,0.1311,0.1436,0.3323,0.6559,0.4786,0.6648,0.6673,0.7215,3,0.0539,0.4303,0.3764
1739.9508,107.1102,1.7656,2.4745,0.3372,100.7308,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0374,0.1386,0.1386,0.1263,0.1276,0.1273,0.341,0.6929,0.5419,0.7292,0.6785,0.7421,3,0.0626,0.4534,0.3908
1740.1032,107.9135,1.7028,2.4734,0.3553,101.9313,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0345,0.141,0.141,0.1284,0.1197,0.1359,0.3388,0.6835,0.5254,0.7124,0.665,0.7408,3,0.0533,0.4873,0.4341
1740.2556,108.8119,1.6242,2.461,0.3806,105.2548,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0389,0.1515,0.1515,0.1386,0.1282,0.1643,0.3298,0.6455,0.4615,0.6475,0.6384,0.7204,3,0.0338,0.5196,0.4859
1740.408,111.788,1.4954,2.4438,0.4085,109.1902,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0448,0.1578,0.1578,0.1455,0.1342,0.1922,0.3247,0.6244,0.4281,0.6134,0.63,0.7063,4,0.017,0.5663,0.5493
1740.5604,112.2575,1.3206,2.4259,0.4342,112.7742,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0535,0.1729,0.1729,0.1606,0.1492,0.2425,0.3136,0.5799,0.3629,0.5469,0.6301,0.7086,4,0,0.5894,0.5894
1740.7128,112.0661,1.168,2.411,0.4522,113.9026,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0618,0.1867,0.1867,0.1744,0.153,0.2804,0.3043,0.544,0.3168,0.4995,0.6402,0.7323,4,0,0.5985,0.5985
1740.8652,114.1593,1.0755,2.4146,0.457,114.5402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0565,0.1778,0.1778,0.1662,0.1431,0.2717,0.3101,0.5665,0.3449,0.5284,0.6748,0.7758,4,0,0.6281,0.6281
1741.0176,115.9065,1.0195,2.4264,0.4567,114.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0461,0.1639,0.1639,0.1528,0.128,0.2467,0.3201,0.6057,0.3998,0.5845,0.7124,0.8152,4,0,0.658,0.658
1741.17,116.1254,0.9449,2.4411,0.4495,114.2203,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0361,0.1526,0.1526,0.1416,0.1217,0.2136,0.3288,0.6415,0.4551,0.6409,0.7649,0.8651,4,0.0056,0.6668,0.6612
1741.3224,117.1419,0.9665,2.4542,0.4265,113.1615,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0292,0.1351,0.1351,0.1242,0.1198,0.1488,0.3442,0.7068,0.5666,0.7542,0.8085,0.9135,4,0.0305,0.6548,0.6243
1741.4748,120.3001,1.0764,2.4587,0.4077,111.4842,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0259,0.114,0.114,0.1042,0.1049,0.0864,0.3662,0.8066,0.7571,0.9473,0.8234,0.9364,4,0.057,0.66,0.603
1741.6272,123.6307,1.1552,2.4545,0.3983,112.5038,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.027,0.098,0.098,0.0897,0.1053,0.0423,0.3866,0.9051,0.9609,1.1534,0.8375,0.9581,4,0.0752,0.6745,0.5992
1741.7796,130.8637,1.0761,2.4458,0.392,114.9798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0252,0.0596,0.0596,0.0552,0.0891,0,0.4593,1.3053,1.8561,2.056,0.9826,1.0794,4,0.1124,0.7442,0.6318
1741.932,141.5637,0.999,2.4353,0.3951,115.2714,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0199,0.0102,0.0102,0.0117,0.0349,0,0.8219,4.4939,7.8512,8.0776,1.249,1.3045,4,0.1558,0.8585,0.7027
1742.0844,143.2573,0.947,2.4235,0.4073,115.7938,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0267,0.0201,0.0201,0.0211,0.0363,0,0.6594,2.8145,5.0311,5.2474,1.1995,1.2581,4,0.1421,0.8635,0.7214
1742.2368,141.3625,0.8778,2.4174,0.4138,119.4954,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0301,0.0252,0.0252,0.0259,0.062,0,0.6121,2.4028,4.2304,4.4432,1.2081,1.2677,4,0.1349,0.8665,0.7316
1742.3892,133.6856,0.8268,2.4145,0.4273,119.8678,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0383,0.0667,0.0667,0.0631,0.0948,0,0.4421,1.2035,1.624,1.8222,1.0483,1.1233,4,0.0921,0.8055,0.7134
1742.5416,120.8794,0.7484,2.4087,0.4396,117.675,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0574,0.1483,0.1483,0.1387,0.153,0.1926,0.3324,0.6566,0.4798,0.666,0.8837,0.9726,4,0.0134,0.6548,0.6414
1742.694,111.9123,0.7177,2.3765,0.4159,115.4219,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0941,0.1985,0.1985,0.1866,0.2156,0.2645,0.297,0.5166,0.286,0.4678,0.8536,0.9593,3,0,0.494,0.494
1742.8464,104.8954,0.7991,2.3218,0.3855,113.4434,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1457,0.2466,0.2466,0.2342,0.2852,0.2916,0.2716,0.4274,0.2195,0.3981,0.7892,0.8974,3,0,0.3232,0.3232
1742.9988,97.2384,0.9183,2.2686,0.3523,108.6908,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1961,0.291,0.291,0.2788,0.3335,0.304,0.2526,0.3664,0.2133,0.3895,0.7318,0.8332,1,0,0.1543,0.1543
1743.1512,93.2484,1.6425,2.2257,0.309,105.3484,22.1229,0.215,0.274,2.256,0.319,-999.25,0.26,-999.25,0.56,0.2328,0.2927,0.2927,0.2845,0.357,0.2836,0.252,0.3645,0.2138,0.3898,0.5773,0.6821,1,0,0.0566,0.0566
1743.3036,90.9495,2.655,2.2271,0.2846,103.3313,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.2332,0.2734,0.2734,0.2678,0.3478,0.2612,0.2598,0.3887,0.2111,0.3882,0.4812,0.5582,1,0,0.0453,0.0453
1743.456,89.7282,3.1033,2.2742,0.275,102.1919,186.8065,0.233,0.304,2.2349,0.889,-999.25,0.42,-999.25,0.37,0.2045,0.2665,0.2665,0.258,0.3422,0.2529,0.2627,0.3982,0.2118,0.3893,0.456,0.5175,1,0,0.0396,0.0396
1743.6084,89.3075,2.9066,2.3351,0.2734,100.8518,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1636,0.2513,0.2513,0.2396,0.3177,0.2418,0.2695,0.4202,0.2169,0.3952,0.4858,0.5324,1,0,0.0693,0.0693
1743.7608,91.4891,2.5314,2.3938,0.2776,100.7948,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1176,0.2133,0.2133,0.2008,0.2721,0.2084,0.2885,0.4859,0.2567,0.4375,0.5528,0.6027,1,0.0185,0.1611,0.1426
1743.9132,94.0491,2.0465,2.441,0.289,100.888,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0789,0.1827,0.1827,0.1695,0.2277,0.1772,0.3069,0.554,0.329,0.5121,0.6369,0.6951,2,0.0416,0.2525,0.2109
1744.0656,94.6393,1.7332,2.4597,0.3119,101.183,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0607,0.176,0.176,0.1618,0.1982,0.1764,0.3114,0.5714,0.3515,0.5351,0.6703,0.7341,3,0.0387,0.3168,0.2782
1744.218,99.2604,1.6492,2.4655,0.32,102.8046,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0523,0.1628,0.1628,0.1493,0.1873,0.1608,0.3208,0.6089,0.4045,0.5893,0.6933,0.7697,3,0.0474,0.3631,0.3157
1744.3704,100.2984,1.6274,2.4614,0.3327,104.6378,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0526,0.1655,0.1655,0.1519,0.1901,0.1691,0.3188,0.6008,0.3925,0.5771,0.6772,0.7599,3,0.0399,0.3849,0.3449
1744.5228,98.6915,1.5902,2.4169,0.3438,103.9728,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0852,0.1986,0.1986,0.1848,0.2088,0.2215,0.2969,0.5165,0.2858,0.4676,0.6339,0.7213,3,0.0057,0.337,0.3313
1744.6752,100.0032,1.5287,2.3484,0.333,102.3387,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1377,0.2324,0.2324,0.2203,0.2446,0.2509,0.2785,0.4507,0.2311,0.4106,0.6268,0.7198,2,0,0.24,0.24
1744.8276,96.3361,1.6363,2.2992,0.3185,101.8309,723.4064,0.306,0.441,2.1243,1.527,-999.25,0.41,-999.25,0.31,0.1794,0.2672,0.2672,0.2557,0.2936,0.2712,0.2624,0.3972,0.2117,0.3891,0.5905,0.6756,1,0,0.1328,0.1328
1744.98,98.034,1.9947,2.276,0.305,100.119,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1981,0.273,0.273,0.263,0.3018,0.2693,0.2599,0.3893,0.2112,0.3882,0.5402,0.6175,1,0,0.0908,0.0908
1745.1324,102.3618,2.3233,2.3035,0.2948,96.6321,10.2815,0.194,0.241,2.2896,0.228,-999.25,0.31,-999.25,0.33,0.1764,0.2426,0.2426,0.2336,0.2544,0.2432,0.2735,0.4338,0.2223,0.4011,0.5322,0.6185,1,0,0.1349,0.1349
1745.2848,105.9464,2.3748,2.358,0.2908,96.0797,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1337,0.1989,0.1989,0.1902,0.2078,0.1974,0.2967,0.5157,0.285,0.4669,0.5698,0.651,2,0.0262,0.2211,0.1949
1745.4372,109.0811,2.1782,2.3785,0.2961,96.0769,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1151,0.1779,0.1779,0.1695,0.1797,0.1736,0.3101,0.5663,0.3447,0.5282,0.6122,0.6798,2,0.0432,0.2783,0.2351
1745.5896,107.2308,2.0871,2.3692,0.2953,95.7483,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1236,0.1893,0.1893,0.1805,0.1903,0.1876,0.3026,0.5377,0.3093,0.4918,0.6144,0.6816,2,0.0331,0.2517,0.2186
