DEPTH,GR_F,RTds,RHOBC,NPHIC,DT4P,Perm_Core_ds,Pore_Core_ds,PorZ_Core_ds,RHOB_Core_ds,Rqi_Core_ds,Rqi_spec_Core,Soil_Core_ds,Swir_spec_Core,Sw_Core_ds,PHIE_D,PHIE_FINAL,PHIE_N,PHIE_ND,PHIE_S,PHIE_sand,Swi_Porz10,Swi_Porz9,Swi_Rqi10,Swi_Rqi9,Sw_Ind,Sxo_Ind,TypeRock,VCL_disp,VCL_FINAL,VCL_lam
1699.8696,17.4631,17.0319,2.5843,0.0646,65.9477,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
1700.022,18.3058,18.5778,2.5919,0.0609,65.9078,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0086,0.052,0.0591,0.052,0.0823,0.0406,0.4811,1.44,2.1623,2.3642,0.7929,0.9279,4,0.0255,0.0255,0
1700.1744,18.8685,19.9083,2.6049,0.0613,65.9152,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0453,0.0529,0.0453,0.0753,0.0353,0.5038,1.5884,2.497,2.701,0.8184,0.9604,4,0.04,0.04,0
1700.3268,17.3195,21.7652,2.6176,0.0576,65.4068,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0394,0.0473,0.0394,0.0695,0.0299,0.5281,1.756,2.8694,3.0755,0.8623,1.0054,4,0.0442,0.0442,0
1700.4792,20.2387,24.5164,2.6329,0.0517,63.533,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0283,0.0362,0.0283,0.0501,0.0195,0.5889,2.2132,3.8446,4.0556,0.9902,1.1227,4,0.0555,0.0555,0
1700.6316,19.9168,27.6675,2.6423,0.0429,62.2407,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0218,0.0295,0.0218,0.043,0.0126,0.6413,2.6529,4.7228,4.9378,1.1451,1.2469,4,0.0507,0.0507,0
1700.784,18.4427,26.7465,2.6493,0.0369,61.2261,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0181,0.0258,0.0181,0.0378,0.0085,0.6824,3.0271,5.4256,5.6434,1.3681,1.482,4,0.046,0.046,0
1700.9364,19.1813,25.1113,2.6632,0.0363,60.5079,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0106,0.0187,0.0106,0.0256,0.0023,0.8114,4.3731,7.6685,7.8943,1.7511,1.8504,4,0.06,0.06,0
1701.0888,18.1963,20.4249,2.6719,0.0384,61.1431,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0075,0.0161,0.0075,0.0254,0.0003,0.9061,5.5293,9.3164,9.5473,2.0926,2.1431,4,0.07,0.07,0
1701.2412,26.5836,11.6858,2.6405,0.0764,63.4999,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0257,0.0348,0.0257,0.0219,0.0215,0.6078,2.3667,4.1579,4.3704,1.2023,1.1841,4,0.1122,0.1122,0
1701.3936,42.0844,6.7829,2.6057,0.1315,94.9288,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0,0.0425,0.0519,0.0425,0.2124,0.0435,0.5149,1.6637,2.6651,2.8701,0.935,0.9508,4,0.1947,0.1947,0
1701.546,60.4393,3.3501,2.5466,0.192,94.1738,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0109,0.0662,0.0749,0.0662,0.1667,0.0713,0.4432,1.2099,1.6387,1.837,0.9037,0.9651,4,0.2762,0.2762,0
1701.6984,76.7792,2.0466,2.4454,0.2494,100.3551,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0697,0.1079,0.114,0.1079,0.1927,0.1284,0.3735,0.8411,0.8269,1.0179,0.8398,0.9166,3,0.1949,0.3157,0.1208
1701.8508,86.9983,1.6619,2.412,0.281,100.3667,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0849,0.1161,0.1212,0.1161,0.1665,0.1576,0.3638,0.795,0.734,0.9239,0.8421,0.9492,3,0.1503,0.3689,0.2186
1702.0032,93.1863,1.5306,2.3942,0.2917,103.0883,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0935,0.1169,0.1207,0.1169,0.1746,0.1672,0.3629,0.7911,0.7263,0.9161,0.853,0.9979,3,0.1358,0.3932,0.2574
1702.1556,96.91,1.3647,2.3804,0.3095,104.0494,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0989,0.1211,0.1248,0.1211,0.167,0.189,0.3582,0.7696,0.6841,0.8734,0.861,0.9827,3,0.1108,0.423,0.3122
1702.308,101.6714,1.2215,2.4184,0.3367,103.4109,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.065,0.1002,0.1056,0.1002,0.1126,0.2113,0.3836,0.8899,0.9287,1.1208,0.9105,1.0205,3,0.0767,0.5238,0.4471
1702.4604,102.7466,1.1582,2.4322,0.3504,103.303,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0679,0.1583,0.1708,0.1583,0.167,0.2761,0.3243,0.6231,0.426,0.6113,-999.25,0.9352,3,0.047,0.4119,0.3649
1702.6128,106.0456,1.1336,2.43,0.3518,102.1885,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.067,0.1505,0.1621,0.1505,0.1481,0.274,0.3306,0.6489,0.467,0.653,-999.25,0.9537,3,0.0466,0.4336,0.387
1702.7652,109.3472,1.1097,2.4238,0.3437,103.8323,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0703,0.1414,0.1516,0.1414,0.1575,0.2543,0.3384,0.682,0.5227,0.7097,-999.25,0.9882,3,0.0593,0.439,0.3797
1702.9176,112.0885,1.0859,2.4213,0.337,105.5714,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.071,0.1319,0.1409,0.1319,0.166,0.2371,0.3472,0.7201,0.5907,0.7787,-999.25,1.0225,3,0.0703,0.4477,0.3775
1703.07,115.7058,1.0644,2.4186,0.3437,106.0238,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0688,0.1222,0.1302,0.1222,0.1506,0.241,0.357,0.7642,0.6738,0.8629,-999.25,1.0281,3,0.0629,0.4856,0.4227
1703.2224,117.4238,1.0474,2.4154,0.3571,106.413,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0674,0.1207,0.1286,0.1207,0.1374,0.2649,0.3587,0.7716,0.688,0.8773,-999.25,1.0077,3,0.0448,0.5183,0.4735
1703.3748,113.8182,1.0256,2.419,0.3832,104.607,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.064,0.1392,0.1494,0.1392,0.1186,0.3381,0.3404,0.6905,0.5376,0.7248,-999.25,0.9392,3,0.0057,0.5295,0.5239
1703.5272,114.9523,1.0556,2.4198,0.3912,103.281,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0611,0.1369,0.147,0.1369,0.0977,0.3571,0.3425,0.6997,0.5539,0.7413,-999.25,0.9183,4,0,0.5522,0.5522
1703.6796,118.1195,1.0902,2.4156,0.3875,103.619,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0618,0.1258,0.1347,0.1258,0.0908,0.345,0.3533,0.7473,0.6414,0.8301,-999.25,0.9296,4,0.0022,0.5711,0.5689
1703.832,117.438,1.0451,2.4103,0.4105,107.0913,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0627,0.1373,0.147,0.1373,0.1049,0.4004,0.3421,0.698,0.5509,0.7383,-999.25,0.8886,4,0,0.5944,0.5944
1703.9844,118.0914,0.9878,2.3988,0.4246,114.4241,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0681,0.144,0.1536,0.144,0.1509,0.4365,0.3361,0.672,0.5057,0.6924,-999.25,0.8752,4,0,0.6105,0.6105
1704.1368,113.0638,0.9806,2.4016,0.4276,117.6231,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0702,0.1624,0.1737,0.1624,0.1926,0.4404,0.3212,0.6103,0.4066,0.5915,-999.25,0.845,4,0,0.5735,0.5735
1704.2892,103.8689,0.9711,2.4238,0.4233,116.9296,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0618,0.1794,0.1933,0.1794,0.2132,0.427,0.309,0.5623,0.3395,0.5229,-999.25,0.8354,3,0,0.5213,0.5213
1704.4416,102.5756,0.9356,2.432,0.4102,116.5041,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0589,0.1754,0.1895,0.1754,0.2201,0.3996,0.3118,0.573,0.3536,0.5374,-999.25,0.886,3,0,0.5011,0.5011
1704.594,102.3162,0.9036,2.359,0.4227,118.5248,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1098,0.2139,0.2271,0.2139,0.2618,0.4223,0.2882,0.4847,0.2557,0.4364,-999.25,0.8476,3,0,0.4466,0.4466
1704.7464,103.9411,0.8095,2.3345,0.4437,117.9786,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1232,0.2269,0.2397,0.2269,0.2488,0.4622,0.2813,0.4603,0.2372,0.4171,-999.25,0.8493,3,0,0.4647,0.4647
1704.8988,108.7225,0.8187,2.3214,0.466,119.2075,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1257,0.2253,0.2371,0.2253,0.2312,0.5154,0.2821,0.4632,0.2392,0.4191,-999.25,0.8111,3,0,0.5188,0.5188
1705.0512,110.909,0.9848,2.3242,0.478,115.5298,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1201,0.2205,0.2318,0.2205,0.1857,0.5521,0.2846,0.472,0.2456,0.4258,-999.25,0.7171,4,0,0.5563,0.5563
1705.2036,113.7454,1.1238,2.4036,0.4519,113.9546,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0644,0.1662,0.1775,0.1662,0.1438,0.5085,0.3184,0.5989,0.3898,0.5743,-999.25,0.7454,4,0,0.6179,0.6179
1705.356,116.8181,1.2479,2.4427,0.4217,108.8407,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0381,0.1277,0.1383,0.1277,0.0965,0.4312,0.3514,0.7389,0.6256,0.8141,-999.25,0.787,4,0,0.6375,0.6375
1705.5084,119.9484,1.3418,2.4385,0.4095,104.9485,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.04,0.1135,0.1228,0.1135,0.0644,0.3974,0.3668,0.8092,0.7624,0.9526,-999.25,0.7867,4,0,0.6446,0.6446
1705.6608,122.0274,1.2458,2.4272,0.4072,104.7761,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0463,0.1092,0.1175,0.1092,0.0598,0.3909,0.3719,0.8334,0.8113,1.0022,-999.25,0.8348,4,0,0.6514,0.6514
1705.8132,121.1002,1.1162,2.4227,0.4024,105.5473,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0513,0.1141,0.1225,0.1141,0.076,0.3784,0.3661,0.8061,0.7561,0.9463,-999.25,0.875,4,0,0.63,0.63
1705.9656,119.2824,1.0332,2.427,0.4026,107.1965,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0501,0.1198,0.129,0.1198,0.0949,0.3796,0.3597,0.7764,0.6973,0.8867,-999.25,0.8851,4,0,0.6162,0.6162
1706.118,116.583,1.0035,2.4236,0.3935,111.0741,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0565,0.1296,0.1394,0.1296,0.1443,0.3605,0.3495,0.7302,0.6094,0.7977,-999.25,0.9238,4,0,0.5739,0.5739
1706.2704,113.9443,1.1253,2.4219,0.395,112.2649,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0599,0.1406,0.1512,0.1406,0.1641,0.3658,0.3391,0.6851,0.5281,0.7152,-999.25,0.8827,4,0,0.5514,0.5514
1706.4228,115.0056,1.1313,2.423,0.4043,112.3648,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0567,0.1388,0.1494,0.1388,0.1529,0.3856,0.3408,0.692,0.5404,0.7276,-999.25,0.862,4,0,0.5756,0.5756
1706.5752,119.2835,1.0259,2.4237,0.3971,112.1283,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0533,0.1198,0.1288,0.1198,0.1368,0.3665,0.3596,0.776,0.6966,0.886,-999.25,0.9261,4,0,0.6048,0.6048
1706.7276,122.6032,1.0058,2.4239,0.403,111.1645,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0487,0.107,0.1148,0.107,0.1085,0.3789,0.3747,0.8467,0.8384,1.0296,-999.25,0.958,4,0,0.6478,0.6478
1706.88,121.044,1.017,2.4175,0.4193,113.2045,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0525,0.1214,0.1302,0.1214,0.1225,0.4254,0.3579,0.7681,0.6812,0.8705,-999.25,0.8988,4,0,0.6499,0.6499
1707.0324,117.6556,0.8455,2.4124,0.4215,116.6135,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0592,0.1385,0.1484,0.1385,0.1648,0.4287,0.341,0.6933,0.5425,0.7298,-999.25,0.9372,4,0,0.615,0.615
1707.1848,113.5447,0.7442,2.4061,0.4321,116.1002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0659,0.1598,0.1711,0.1598,0.1739,0.4527,0.3231,0.6181,0.4184,0.6035,-999.25,0.9833,4,0,0.5887,0.5887
1707.3372,111.4841,0.7897,2.4124,0.4199,117.1481,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.065,0.1605,0.1723,0.1605,0.196,0.4215,0.3226,0.6161,0.4153,0.6003,-999.25,0.9752,4,0,0.5597,0.5597
1707.4896,116.5061,0.8967,2.4283,0.3888,117.4749,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0539,0.1264,0.1362,0.1264,0.1929,0.3497,0.3527,0.7446,0.6364,0.825,-999.25,1.0307,4,0.0001,0.5707,0.5706
1707.642,120.8516,1.086,2.4349,0.3663,116.4027,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0484,0.0998,0.1072,0.0998,0.1781,0.2706,0.3841,0.8927,0.9347,1.1269,-999.25,1.0262,4,0.0358,0.5848,0.549
1707.7944,122.1246,1.1694,2.4299,0.3654,117.3125,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0508,0.0964,0.1031,0.0964,0.1814,0.2653,0.3888,0.916,0.9842,1.1769,-999.25,0.9767,4,0.0378,0.5916,0.5538
1707.9468,122.319,1.0093,2.417,0.3826,116.3633,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0572,0.1062,0.1132,0.1062,0.1668,0.3192,0.3757,0.8515,0.8485,1.0397,-999.25,0.9983,4,0.0125,0.6071,0.5947
1708.0992,119.2698,0.8423,2.4003,0.3881,118.3485,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0716,0.1286,0.1367,0.1286,0.2007,0.3477,0.3504,0.7345,0.6174,0.8058,-999.25,1.0492,4,0.001,0.568,0.567
1708.2516,114.719,0.7911,2.3865,0.4056,119.2326,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0831,0.1574,0.1674,0.1574,0.2213,0.3896,0.325,0.6258,0.4302,0.6155,-999.25,0.9823,3,0,0.5392,0.5392
1708.404,111.9046,0.7553,2.381,0.4257,121.2379,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0864,0.1755,0.1867,0.1755,0.2353,0.4332,0.3117,0.5728,0.3533,0.537,-999.25,0.959,3,0,0.5408,0.5408
1708.5564,109.1266,0.7403,2.3814,0.4414,121.8626,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0859,0.1889,0.2012,0.1889,0.2385,0.4679,0.3029,0.5387,0.3105,0.4931,-999.25,0.9506,3,0,0.5437,0.5437
1708.7088,108.446,0.7536,2.3823,0.4557,122.5855,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0835,0.1948,0.2074,0.1948,0.2352,0.5031,0.2992,0.5249,0.2948,0.4769,-999.25,0.9216,4,0,0.5611,0.5611
1708.8612,106.1608,0.7605,2.3187,0.466,122.0231,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1295,0.2344,0.2468,0.2344,0.2622,0.5107,0.2775,0.4473,0.2292,0.4086,-999.25,0.8556,3,0,0.4979,0.4979
1709.0136,103.7079,0.7014,2.2793,0.4707,123.2493,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.159,0.2611,0.2736,0.2611,0.295,0.5094,0.265,0.4057,0.213,0.3908,-999.25,0.8339,3,0,0.4496,0.4496
1709.166,100.0956,0.6718,2.2818,0.4762,125.6422,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1587,0.2711,0.2845,0.2711,0.3184,0.5169,0.2607,0.3918,0.2113,0.3885,-999.25,0.8427,3,0,0.4379,0.4379
1709.3184,91.5437,0.6532,2.2608,0.5042,127.4344,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1742,0.3088,0.3236,0.3088,0.3435,0.5598,0.2459,0.3459,0.2205,0.3957,-999.25,0.8018,3,0,0.4136,0.4136
1709.4708,87.1541,0.6259,2.2655,0.5364,128.7499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1678,0.3254,0.3404,0.3254,0.3367,0.6277,0.2399,0.3283,0.231,0.4054,-999.25,0.7737,3,0,0.4471,0.4471
1709.6232,87.7374,0.5423,2.3059,0.5227,130.11,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1405,0.3016,0.3168,0.3016,0.3362,0.611,0.2486,0.354,0.2171,0.3926,-999.25,0.8572,3,0,0.4685,0.4685
1709.7756,91.5113,0.5079,2.3062,0.4979,127.4105,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1424,0.2861,0.3012,0.2861,0.3261,0.5586,0.2546,0.3725,0.2122,0.3886,-999.25,0.9388,3,0,0.4487,0.4487
1709.928,100.8676,0.6348,2.3261,0.4664,125.8849,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1277,0.2456,0.2593,0.2456,0.3037,0.5058,0.2721,0.4289,0.2201,0.3988,-999.25,0.9187,3,0,0.4713,0.4713
1710.0804,109.6368,0.7918,2.3725,0.4134,125.6343,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0963,0.1835,0.1949,0.1835,0.2896,0.4059,0.3063,0.5519,0.3264,0.5094,-999.25,0.9996,3,0,0.4963,0.4963
1710.2328,114.0176,0.878,2.3949,0.3923,121.2662,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0798,0.1524,0.1624,0.1524,0.2451,0.3623,0.329,0.6423,0.4563,0.6421,-999.25,1.0442,3,0,0.5213,0.5213
1710.3852,114.8627,0.8254,2.3977,0.3817,119.2557,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0787,0.1452,0.1545,0.1452,0.2333,0.3362,0.3351,0.6677,0.4983,0.6848,-999.25,1.0522,3,0.0068,0.5153,0.5085
1710.5376,111.5502,0.905,2.399,0.3716,118.8537,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0821,0.1534,0.1635,0.1534,0.2508,0.3148,0.3282,0.639,0.451,0.6367,-999.25,1.0029,3,0.0192,0.4738,0.4546
1710.69,104.5199,0.9485,2.3701,0.3789,120.1132,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1072,0.1906,0.2022,0.1906,0.2938,0.3455,0.3018,0.5346,0.3057,0.4882,-999.25,0.9185,3,0.0027,0.4054,0.4027
1710.8424,95.7705,0.9026,2.3278,0.4091,122.7704,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1384,0.241,0.2546,0.241,0.3371,0.398,0.2743,0.4364,0.2235,0.4024,-999.25,0.8414,3,0,0.3571,0.3571
1710.9948,87.5423,0.7002,2.3083,0.4337,126.0938,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1528,0.2739,0.2892,0.2739,0.3723,0.435,0.2596,0.3881,0.2111,0.3882,-999.25,0.8781,3,0,0.3352,0.3352
1711.1472,84.2024,0.5923,2.2827,0.4546,128.8343,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1695,0.2977,0.3135,0.2977,0.3962,0.4656,0.25,0.3585,0.2155,0.3913,-999.25,0.9045,3,0,0.3277,0.3277
1711.2996,85.2437,0.5336,2.2898,0.4625,131.1393,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1626,0.2949,0.3108,0.2949,0.4016,0.4802,0.2511,0.3618,0.2145,0.3904,-999.25,0.9478,3,0,0.351,0.351
1711.452,87.4781,0.4993,2.3252,0.4501,132.6121,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.138,0.2707,0.2866,0.2707,0.3999,0.4636,0.2609,0.3923,0.2113,0.3885,-999.25,1.0218,3,0,0.3765,0.3765
1711.6044,92.795,0.5019,2.3324,0.4449,132.1965,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1311,0.2553,0.2704,0.2553,0.385,0.4575,0.2676,0.4141,0.215,0.3931,-999.25,1.0429,3,0,0.4005,0.4005
1711.7568,95.0694,0.5991,2.3573,0.4501,127.7688,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.111,0.2403,0.2554,0.2403,0.3307,0.4715,0.2746,0.4375,0.224,0.403,-999.25,0.9651,3,0,0.4446,0.4446
1711.9092,95.1813,0.654,2.3815,0.4476,122.9451,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0939,0.228,0.2434,0.228,0.2852,0.4694,0.2807,0.4583,0.2359,0.4156,-999.25,0.9319,3,0,0.4651,0.4651
1712.0616,98.0212,0.8407,2.3903,0.4312,117.0384,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0885,0.2125,0.2273,0.2125,0.242,0.4388,0.2889,0.4874,0.258,0.4388,-999.25,0.8356,3,0,0.4645,0.4645
1712.214,100.2508,1.0907,2.3958,0.4048,115.0231,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0873,0.1969,0.2108,0.1969,0.2378,0.39,0.2979,0.5202,0.2898,0.4718,-999.25,0.7792,3,0,0.443,0.443
1712.3664,106.458,1.2603,2.3928,0.3809,110.4283,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0891,0.1748,0.1865,0.1748,0.2035,0.3455,0.3122,0.5746,0.3557,0.5395,-999.25,0.7986,3,0.0025,0.444,0.4415
1712.5188,108.2863,1.2862,2.4065,0.3526,106.4588,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0822,0.1553,0.1657,0.1553,0.1824,0.2775,0.3267,0.6328,0.4412,0.6267,-999.25,0.8337,3,0.0448,0.4277,0.3829
1712.6712,106.8341,1.2855,2.4252,0.3312,105.9802,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0732,0.1451,0.1556,0.1451,0.1909,0.2373,0.3351,0.6679,0.4987,0.6853,-999.25,0.8663,3,0.0758,0.4032,0.3275
1712.8236,108.2866,1.3987,2.415,0.3407,107.0696,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.078,0.1481,0.1583,0.1481,0.1917,0.2532,0.3326,0.6573,0.4808,0.6671,-999.25,0.8226,3,0.0624,0.4179,0.3555
1712.976,103.9419,1.5252,2.4015,0.3515,109.2033,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0891,0.17,0.1815,0.17,0.2206,0.2831,0.3156,0.5879,0.3741,0.5583,-999.25,0.7699,3,0.0437,0.391,0.3473
1713.1284,102.5337,1.3107,2.3848,0.3641,112.0708,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1002,0.1851,0.197,0.1851,0.2449,0.3127,0.3053,0.5479,0.3215,0.5044,-999.25,0.7946,3,0.0239,0.3845,0.3606
1713.2808,108.2784,1.1324,2.3651,0.4029,113.6348,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.1043,0.1884,0.1997,0.1884,0.2177,0.3861,0.3032,0.5398,0.3118,0.4944,-999.25,0.7734,3,0,0.463,0.463
1713.4332,110.1041,1.0828,2.3778,0.4225,115.1172,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0906,0.182,0.1936,0.182,0.2012,0.425,0.3073,0.5557,0.3311,0.5142,-999.25,0.773,3,0,0.5188,0.5188
1713.5856,111.7523,1.0652,2.3914,0.402,115.589,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0827,0.1645,0.1754,0.1645,0.207,0.3827,0.3196,0.6039,0.397,0.5817,-999.25,0.8264,3,0,0.5139,0.5139
1713.738,112.9277,1.0693,2.3978,0.3868,117.8535,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,0.0795,0.1534,0.1635,0.1534,0.2272,0.3522,0.3282,0.639,0.4511,0.6368,-999.25,0.8626,3,0,0.5067,0.5067
