GR,NPHI,RHOB,DT,VCL,PHIE
121.792099,0.224000007,2.533299923,84.44709778,0.741213143,1E-04
122.3199005,0.2218,2.540199995,83.87689972,0.740039527,1E-04
116.9098969,0.231000006,2.52940011,83.77200317,0.760219395,1E-04
120.7365036,0.236100003,2.540199995,84.14279938,0.797902584,1E-04
118.4933014,0.244499996,2.536000013,85.12779999,0.811557591,1E-04
119.6809006,0.251199991,2.529999971,85.67559815,0.826079845,1E-04
116.5139999,0.267699987,2.526499987,86.00869751,0.882459045,1E-04
120.3406982,0.270799995,2.526299954,87.11450195,0.90005666,1E-04
123.3756027,0.287499994,2.519900084,88.33239746,0.929647684,1E-04
123.6395035,0.291399986,2.522200108,88.13130188,0.955459178,1E-04
115.1945038,0.303200007,2.512200117,87.42030335,0.982264638,1E-04
110.4441986,0.293599993,2.524499893,88.87760162,0.969879687,1E-04
109.7844009,0.294400007,2.513900042,89.82540131,0.957152188,1E-04
119.9369965,0.297500014,2.515899897,89.28479767,0.966728509,1E-04
123.6316986,0.297300011,2.50970006,89.65409851,0.958207965,1E-04
127.8718033,0.282999992,2.506000042,89.77179718,0.893074751,1E-04
124.2703018,0.274300009,2.504300118,89.70639801,0.860413611,0.00062896
126.2494965,0.280000001,2.496099949,89.53890228,0.878974438,0.00105456
127.0236969,0.293599993,2.502199888,89.86229706,0.91752255,0.0001
128.7855988,0.305599988,2.509000063,89.73960114,0.981536806,0.0001
129.1815033,0.299899995,2.511899948,89.9661026,0.95950675,0.0001
125.7507019,0.2843,2.506599903,89.7154007,0.902947366,0.0001
124.8270035,0.280999988,2.516700029,89.95690155,0.90837121,0.0001
121.5281982,0.289600015,2.521399975,91.43959808,0.944175065,0.0001
118.3613968,0.309799999,2.520400047,91.2437973,1.023769498,0.0001
118.0975037,0.308600009,2.507200003,92.313797,0.988831997,0.0001
118.8891983,0.310900003,2.496000052,92.48259735,0.970120668,0.0001
121.0003967,0.308299989,2.485399962,93.86769867,0.950666428,0.0001
121.660202,0.317200005,2.482500076,93.85420227,0.970146716,0.0001
117.3058014,0.317999989,2.470999956,95.5019989,0.956212759,0.0002744
115.4583969,0.329100013,2.469300032,97.07240295,0.991742909,0.0001
115.5904007,0.337900013,2.461299896,98.06860352,1.001374602,0.0001
117.9189987,0.347499996,2.448199987,98.69470215,1.011163354,0.00002144
120.2413025,0.342599988,2.439599991,99.19339752,0.976760984,0
117.1365967,0.344500005,2.442300081,99.56529999,0.976990402,0
118.8984985,0.326400012,2.447900057,99.71640015,0.937013745,0
121.713501,0.328799993,2.450200081,98.71669769,0.945436776,0
127.1779022,0.298900008,2.459599972,96.94300079,0.867398083,0
