GR,NPHI,RHOB,DT,VCL,PHIE,FACIES_2010_New
109.8460999,0.36559999,2.356600046,109.4999008,0.700031996,0.077812478,2
112.5203018,0.390899986,2.367599964,110.2957993,0.952421069,0,2
118.0094986,0.3935,2.373600006,109.8379974,1.124871969,0,2
125.8299027,0.395900011,2.374500036,109.2282028,1.186120033,0.00009792,2
124.4224014,0.363400012,2.375,109.1876984,0.82233727,0.01125216,2
124.5632019,0.366100013,2.367599964,108.4083023,0.830017746,0.0151776,2
116.3996964,0.379500002,2.377599955,109.3414993,0.994795382,0.00049952,2
124.5632019,0.407200009,2.39289999,108.7699966,1.465993524,0.0001,2
120.3406982,0.356000006,2.419500113,107.3787994,1.265423298,0.00038576,2
123.5779038,0.286199987,2.434400082,106.4609985,0.81722492,0.021770079,0
112.4587021,0.207699999,2.438199997,101.6808014,0.619996786,0.070455037,0
112.3180008,0.205200002,2.391799927,92.62490082,0.451725096,0.103333443,0
107.4445038,0.210299999,2.340500116,91.72480011,0.322376788,0.150999188,0
106.3184967,0.207399994,2.30340004,89.8431015,0.317952961,0.168817431,0
101.8144989,0.195600003,2.289900065,88.68240356,0.244203195,0.1779048,0
95.4280014,0.190099999,2.31520009,92.44409943,0.196166724,0.177295193,0
94.58350372,0.189799994,2.339099884,91.49440002,0.17442368,0.170303837,0
91.90930176,0.190099999,2.339600086,91.0746994,0.147739202,0.173895195,0
94.72429657,0.199499995,2.3046,89.0102005,0.16208896,0.190963835,0
89.92120361,0.206,2.279200077,87.82330322,0.130983353,0.204232633,0
91.04720306,0.202500001,2.284399986,88.57479858,0.137028009,0.201306552,0
89.78040314,0.195600003,2.309400082,89.72080231,0.128234714,0.190982074,0
95.85030365,0.198500007,2.308399916,91.20410156,0.188228801,0.183757603,0
96.97619629,0.211600006,2.282900095,92.18080139,0.198446244,0.195671678,0
96.66840363,0.221200004,2.279799938,91.81340027,0.196309924,0.198655993,0
94.13490295,0.215100005,2.291599989,91.04969788,0.173636168,0.197696,0
94.4163971,0.199399993,2.332499981,90.20890045,0.172320962,0.174732,0
99.50969696,0.188700005,2.355700016,88.18060303,0.237959996,0.150300011,0
102.0431976,0.189700007,2.367000103,87.07029724,0.249013752,0.149771676,0
97.25779724,0.2095,2.334100008,86.25720215,0.211722881,0.168072477,0
90.9240036,0.209800005,2.299099922,89.68319702,0.144045755,0.194970727,0
82.74299622,0.205799997,2.280900002,92.1882019,0.073475041,0.212550238,0
80.77249908,0.192000002,2.301700115,90.03029633,0.062834404,0.201285601,0
80.91320038,0.192399994,2.331099987,89.21949768,0.063322082,0.194701925,0
81.35310364,0.199200004,2.34559989,89.83760071,0.065590881,0.189821914,0
85.99780273,0.204300001,2.328999996,89.0401001,0.097100958,0.191186562,0
87.82749939,0.206,2.324700117,88.93039703,0.120046079,0.190276474,0
92.5338974,0.202199996,2.311399937,88.15820313,0.154430404,0.186563209,0
93.51909638,0.196500003,2.314699888,88.11260223,0.160290882,0.183571994,0
91.97090149,0.195500001,2.310199976,88.04389954,0.148944005,0.186094552,0
88.39050293,0.185699999,2.317699909,87.69560242,0.113864638,0.186171994,0
