GR,NPHI,RHOB,DT,VCL,PHIE,FACIES_2010_New
83.17030335,0.25,2.401000023,201.7595062,1,0.138799995,2
82.77100372,0.287999988,2.318000078,205.9096985,0.123999998,0.165600002,0
83.1446991,0.289000005,2.14199996,213.1130066,0.125400007,0.261799991,0
83.29000092,0.287000001,2.104000092,215.3717041,0.136099994,0.283800006,0
83.54419708,0.264999986,2.098999977,217.0868073,0.128000006,0.28639999,0
83.57749939,0.261999995,2.094000101,219.8914948,0.132499993,0.2852,0
83.33920288,0.259000003,2.088999987,222.1154938,0.137099996,0.292400003,0
82.72599793,0.291999996,2.069000006,224.2250061,0.121399999,0.299600005,0
82.38829804,0.324000001,2.099999905,221.6472931,0.115699999,0.301899999,0
81.89250183,0.296000004,2.10800004,218.1009979,0.127499998,0.298000008,0
80.89649963,0.287499994,2.102499962,207.324997,0.108400002,0.29519999,0
78.65619659,0.279000014,2.096999884,195.4382935,0.0911,0.309700012,0
76.60729981,0.344000012,2.065000057,191.2153015,0.073399998,0.321099997,0
76.54669952,0.347000003,2.092000008,194.4297028,0.062899999,0.324999988,0
77.17299652,0.317000002,2.099999905,200.4992981,0.089699999,0.320100009,0
77.32499695,0.324000001,2.078999996,203.3065033,0.086900003,0.320199996,0
75.20600128,0.322499991,2.065500021,203.0774994,0.065800004,0.32949999,0
73.21869659,0.32100001,2.052000046,202.7584992,0.047400001,0.330300003,0
72.20729828,0.300999999,2.075000048,200.3316956,0.047499999,0.33039999,0
74.40170288,0.324000001,2.076999903,197.5469971,0.0471,0.326999992,0
76.53600311,0.337000012,2.069000006,194.9371948,0.091399998,0.325300008,0
78.64199829,0.32949999,2.08949995,194.5204926,0.0902,0.318100005,0
78.34269714,0.321999997,2.109999895,193.5278015,0.089100003,0.307300001,0
76.3219986,0.264999986,2.095999956,181.9880066,0.084600002,0.299699992,0
73.61699677,0.286000013,2.134999991,169.3153076,0.0495,0.29519999,0
71.8207016,0.272000015,2.131000042,161.5276947,0.0372,0.300999999,0
72.24980164,0.268000007,2.072000027,164.5305023,0.0491,0.305799991,0
73.86750031,0.277999997,2.084500074,168.9095001,0.057300001,0.309700012,0
74.96219635,0.287999988,2.096999884,174.4467926,0.066,0.303600013,0
73.43599701,0.238999993,2.084000111,189.2062988,0.069700003,0.301800013,0
70.96869659,0.243000001,2.082000017,204.8339996,0.031599999,0.309599996,0
67.87799835,0.272000015,2.045000076,215.6907959,0.0244,0.321999997,0
66.51899719,0.280499995,2.049999952,217.335495,0.0184,0.331800014,0
67.58429718,0.289000005,2.055000067,217.7888031,0.0127,0.307599992,0
69.50569916,0.273000002,2.236000061,217.4792938,0.0407,0.280299991,0
73.56829834,0.300999999,2.299999952,214.3782959,0.047800001,0.169,0
77.47730255,0.282999992,2.460999966,210.2259979,1,0.083300002,2
83.31349945,0.264999986,2.463999987,207.261795,1,0,2
89.79149628,0.261999995,2.459000111,207.5144959,1,0,2
99.51380158,0.259000003,2.453999996,205.8265076,1,0,2
112.1807022,0.261000007,2.463999987,206.4443054,1,0,2
120.0759964,0.252000004,2.477999926,206.6190033,1,0,2
118.4219971,0.305999994,2.378000021,212.925293,1,0.060400002,2
108.2918015,0.300000012,2.186000109,214.2514954,0.522800028,0.139300004,1
97.40149689,0.286500007,2.14350009,213.3464966,0.314099997,0.231600002,1
