108.1218033,0.3432,100.3783,2.3697,0.8161,0.0114,0
108.8080978,0.3342,96.2967,2.3904,0.826,0.0093,0
107.2011032,0.3184,90.8146,2.42,0.8175,0.0111,0
103.4269028,0.2871,85.9309,2.4365,0.7494,0.0313,0
99.80490112,0.2557,82.7016,2.4139,0.6382,0.0528,0
97.31890106,0.2384,80.8421,2.3652,0.5329,0.0882,2
95.17539978,0.2349,79.7616,2.3268,0.4689,0.1149,2
94.64450073,0.2395,79.2767,2.3164,0.4629,0.1216,2
97.94869995,0.2504,79.2263,2.3316,0.5231,0.1069,2
102.1339035,0.2586,79.5253,2.366,0.6052,0.0796,2
102.1633987,0.2544,80.3517,2.3975,0.6325,0.0605,0
97.14260101,0.247,81.1058,2.3925,0.5796,0.07,0
91.40299988,0.2476,81.6927,2.3607,0.5077,0.0963,2
88.73079681,0.2479,81.9734,2.3403,0.468,0.1127,2
89.37480164,0.2404,81.7113,2.3446,0.4622,0.1098,2
91.97260284,0.2309,81.103,2.3637,0.4817,0.0959,2
96.6608963,0.2317,80.4045,2.3867,0.5395,0.076,2
102.7580032,0.2422,79.9042,2.4014,0.6165,0.0605,2
107.4703979,0.2487,79.6392,2.4067,0.666,0.0499,2
107.8348999,0.2416,79.4585,2.4074,0.655,0.0497,1
104.7612,0.2312,79.2201,2.3992,0.6052,0.0605,1
100.9570007,0.2292,79.1157,2.3796,0.5545,0.076,1
96.80220032,0.2339,79.4863,2.359,0.5137,0.0929,1
92.3655014,0.2376,80.3046,2.3496,0.4816,0.1036,1
89.53869629,0.2401,81.1738,2.3501,0.4688,0.1062,1
89.23190308,0.2418,81.8419,2.3487,0.4686,0.1072,1
89.01750183,0.2358,82.2511,2.3387,0.4441,0.1144,1
88.15670013,0.2309,82.3835,2.3321,0.4213,0.1201,1
84.97679901,0.2248,82.5793,2.3217,0.3769,0.1315,1
81.66860199,0.2267,82.5222,2.3169,0.3538,0.1389,1
79.70249939,0.2274,82.52,2.3168,0.3423,0.1418,1
78.21269989,0.2277,82.7776,2.322,0.3391,0.1408,1
76.76439667,0.2353,83.1022,2.3304,0.3542,0.1371,1
76.51930237,0.2423,83.5614,2.33,0.366,0.1375,1
78.38770294,0.2363,84.0232,2.3156,0.3501,0.144,1
80.16660309,0.2314,84.4767,2.299,0.3332,0.152,1
80.29679871,0.2431,84.3743,2.2921,0.3495,0.1554,1
82.24160004,0.2668,83.5152,2.299,0.417,0.1471,1
88.84880066,0.2873,82.4987,2.3259,0.5308,0.119,0
98.56199646,0.2962,80.9562,2.3789,0.6711,0.0718,0
107.8999023,0.2925,79.1405,2.4492,0.8034,0.0146,0
113.7236023,0.2761,77.469,2.512,0.8793,0.0001,0
113.9494019,0.2592,76.137,2.5512,0.8913,0.0001,0
109.3314972,0.2561,75.2014,2.5725,0.8788,0.0001,0
101.4166031,0.2588,74.5144,2.5829,0.8274,0.0001,0
92.64610291,0.2482,74.2082,2.5833,0.7673,0.0001,0
86.88890076,0.2304,74.41,2.5722,0.6821,0.0001,0
86.68029785,0.2268,75.2565,2.5579,0.6575,0.0001,0
92.15039825,0.2459,76.2597,2.5506,0.7227,0.0001,0
100.9195023,0.2736,77.2413,2.5492,0.8242,0.0001,0
109.5165024,0.2822,77.7503,2.5439,0.88,0.0001,0
114.9123993,0.2707,77.9084,2.5378,0.9053,0.0001,0
116.0291977,0.2616,77.8467,2.5428,0.9002,0.0001,0
114.9169998,0.2622,77.6796,2.5541,0.9068,0.0001,0
115.0223999,0.2662,77.257,2.5584,0.9157,0.0001,0
117.1195984,0.2673,76.4916,2.5542,0.9293,0.0001,0
119.0437012,0.265,75.8732,2.5467,0.9309,0.0001,0
120.0187988,0.259,75.6045,2.5358,0.913,0.0001,0
121.9135971,0.2481,75.5643,2.5214,0.8875,0.0001,0
123.4688034,0.2436,75.707,2.5129,0.8791,0.0001,0
125.6388016,0.243,76.0455,2.4938,0.8706,0.0001,0
123.7995987,0.2519,76.6022,2.4761,0.8564,0.0001,0
119.0133972,0.2617,77.465,2.458,0.8244,0.0024,0
112.5294037,0.2673,78.7762,2.4194,0.75,0.0351,0
102.1781006,0.2607,80.5203,2.3523,0.5942,0.0882,0
88.62220001,0.2344,82.5641,2.2829,0.376,0.151,0
75.64659882,0.2063,84.6918,2.2379,0.1854,0.1974,2
65.6230011,0.1951,86.5362,2.2204,0.095,0.219,2
59.12480164,0.2038,87.6574,2.2178,0.0528,0.233,2
55.76900101,0.223,88.0676,2.2198,0.0691,0.2394,2
54.07429886,0.2367,88.2754,2.2205,0.0861,0.2413,2
53.83409882,0.2363,88.5947,2.2193,0.0824,0.2424,2
54.95709991,0.227,89.0675,2.2163,0.0438,0.2486,2
56.35160065,0.2208,89.378,2.2136,0.0305,0.2504,2
56.62639999,0.2201,89.4005,2.2157,0.0336,0.2487,2
56.40879822,0.2163,89.1267,2.2234,0.0331,0.2446,2
56.64179993,0.2071,88.7046,2.234,0.0282,0.2384,2
56.53089905,0.2013,88.4104,2.2431,0.0261,0.2334,2
55.8431015,0.2055,88.2862,2.2434,0.0311,0.2336,2
56.39870071,0.2137,88.3137,2.2315,0.0371,0.2397,2
58.34120178,0.2151,88.3512,2.2175,0.0381,0.2441,2
59.85139847,0.2116,88.2833,2.2109,0.0345,0.2441,2
61.37530136,0.2142,88.1361,2.2086,0.0485,0.2421,2
63.38439941,0.218,87.9097,2.2081,0.0708,0.2381,2
64.87120056,0.2118,87.4837,2.2144,0.0764,0.2318,2
65.84700012,0.2012,86.7891,2.2293,0.0793,0.2219,2
67.36589813,0.1953,85.9528,2.246,0.098,0.2095,2
70.32119751,0.1937,85.1926,2.2564,0.1289,0.1983,2
74.85579681,0.1978,84.552,2.2587,0.1739,0.1891,2
