47.1851,0.1748,2.4366,79.5304,0.2368,0.1044,1
55.3452,0.1579,2.4531,79.1326,0.4118,0.0485,2
32.5807,0.1429,2.3517,79.9714,0.0634,0.1645,2
36.1937,0.1451,2.3457,79.6081,0.0946,0.1605,3
56.0163,0.1538,2.4336,76.9687,0.4298,0.0508,1
53.9131,0.1467,2.4639,74.2924,0.3753,0.0477,4
52.2558,0.1515,2.4604,78.1124,0.3364,0.0609,1
60.5113,0.2015,2.5097,78.8666,0.5692,0.007,4
75.1386,0.2515,2.4827,87.2175,1,0.0001,5
61.5382,0.2069,2.37,87.6136,0.606,0.0679,2
81.8039,0.305,2.4,94.2535,0.9903,0.0001,5
68.2345,0.2415,2.3458,105.2474,0.4934,0.1101,6
57.3188,0.1897,2.3761,99.2883,0.2665,0.127,4
48.4516,0.1553,2.4553,80.4994,0.1309,0.1163,6
57.8776,0.2136,2.4601,80.615,0.2351,0.1151,1
59.9077,0.2368,2.3969,85.7818,0.2634,0.1362,6
50.4566,0.2138,2.3602,84.5887,0.1497,0.168,4
48.2155,0.2166,2.3426,83.6747,0.1288,0.1801,6
57.0067,0.2428,2.3834,84.7998,0.2236,0.1524,1
66.8791,0.2501,2.4082,87.78,0.3816,0.1092,6
57.1552,0.215,2.3691,86.8442,0.2255,0.1479,4
49.7694,0.2064,2.3214,84.1634,0.1431,0.1815,2
51.5083,0.2084,2.3297,84.0075,0.1603,0.1751,4
77.4036,0.2182,2.3859,85.1816,0.6403,0.0574,6
85.9998,0.2365,2.4172,87.0765,0.9554,0.0001,5
64.2378,0.2982,2.3793,90.8136,0.3327,0.1534,1
76.6631,0.3848,2.4283,92.8849,0.6181,0.1045,5
59.1477,0.2601,2.3536,89.5308,0.2525,0.1628,6
49.2546,0.2224,2.3326,88.2693,0.1382,0.1839,4
46.2384,0.2234,2.3341,87.979,0.1118,0.1896,6
52.4708,0.2607,2.3599,87.9454,0.1703,0.1834,1
58.5827,0.2424,2.4127,83.7455,0.2447,0.1394,6
48.121,0.2223,2.3629,82.9394,0.1279,0.1753,4
43.1626,0.1953,2.3288,82.5819,0.0882,0.1872,2
32.9401,0.203,2.2702,81.3589,0.0282,0.2255,7
68.8822,0.2335,2.274,84.4257,0.4224,0.155,4
82.062,0.2553,2.3077,85.0576,0.7969,0.0053,6
89.4559,0.2747,2.3355,85.8653,1,0.0001,1
72.1368,0.2663,2.3204,99.7668,0.4966,0.1281,6
57.1579,0.2345,2.2881,93.2848,0.2256,0.1861,7
54.023,0.2147,2.3329,84.8351,0.1874,0.1699,6
66.042,0.2601,2.4067,85.2492,0.3655,0.1166,5
62.3506,0.2114,2.4688,86.0647,0.301,0.0922,8
56.0483,0.2566,2.4308,90.9167,0.2115,0.155,5
57.4365,0.2078,2.4655,85.2778,0.2292,0.112,6
47.1033,0.1787,2.414,79.2486,0.1191,0.1426,4
38.7412,0.1462,2.3533,76.2555,0.0591,0.166,7
40.5536,0.1632,2.3566,78.9883,0.0703,0.1691,2
32.993,0.1616,2.3232,78.7542,0.0285,0.1904,7
45.4189,0.1627,2.3543,77.065,0.1052,0.1616,3
54.1269,0.1728,2.3588,78.5788,0.1886,0.145,2
32.3502,0.1579,2.2642,78.2429,0.0255,0.2119,2
57.7099,0.2289,2.3252,84.2923,0.2328,0.1678,6
70.8349,0.2443,2.3946,86.0051,0.4657,0.0939,1
67.6856,0.2474,2.3863,85.9766,0.3976,0.1132,6
78.0683,0.2411,2.4179,87.1353,0.6608,0.0439,1
88.2061,0.3855,2.3255,115.0191,1,0.0001,5
84.1898,0.2553,2.3666,90.5724,0.301,0.1453,6
68.5786,0.2167,2.3275,87.2035,0.1752,0.1754,4
53.1375,0.2103,2.2944,84.6179,0.0913,0.2043,2
48.156,0.1433,2.4098,72.96,0.0706,0.1414,4
36.869,0.1215,2.4142,71.5435,0.0322,0.1401,2
41.1446,0.1809,2.3499,82.2123,0.0455,0.1841,4
55.5923,0.184,2.4254,81.0072,0.1026,0.1452,6
52.2222,0.203,2.3877,81.1607,0.0873,0.1692,4
42.2999,0.1973,2.323,82.2572,0.0493,0.1988,2
42.3235,0.1984,2.3365,82.5165,0.0494,0.1942,4
60.4702,0.2113,2.3921,79.7273,0.1271,0.1607,6
64.2019,0.2194,2.3711,79.1368,0.148,0.1663,4
48.4299,0.1826,2.3425,78.2349,0.0717,0.1813,2
41.57,0.1877,2.2874,81.9026,0.0469,0.2098,2
33.0801,0.162,2.323,80.951,0.0216,0.1924,7
38.8361,0.1917,2.3301,82.9592,0.0381,0.1972,4
53.6378,0.2245,2.3631,84.4117,0.0936,0.1845,6
74.8858,0.2731,2.4161,85.8238,0.2201,0.165,1
60.3835,0.218,2.4009,81.6216,0.1266,0.1618,6
47.7816,0.1938,2.3523,80.4995,0.0691,0.1815,4
44.7608,0.1999,2.3555,74.4833,0.0579,0.1851,6
46.6858,0.1823,2.4581,74.2036,0.0649,0.1478,1
101.2008,0.3755,2.4072,97.6941,0.5086,0.1371,5
68.7714,0.2596,2.2991,89.06,0.1765,0.2013,6
58.4195,0.2246,2.2298,87.7471,0.1164,0.2303,2
50.4126,0.205,2.2748,80.9823,0.0797,0.2139,4
79.7912,0.2249,2.3702,78.3065,0.2604,0.1429,1
99.2694,0.1913,2.4729,77.9626,0.4803,0.0385,6
86.1902,0.176,2.3946,78.7542,0.321,0.1014,4
72.644,0.177,2.3032,79.3973,0.2033,0.1662,2
56.8708,0.1932,2.2997,83.9996,0.1087,0.1929,4
60.5007,0.2125,2.3295,83.2864,0.1273,0.1841,6
70.8131,0.2069,2.3487,83.6861,0.1903,0.1611,4
56.8921,0.1927,2.271,84.9126,0.1088,0.2045,2
48.3228,0.1777,2.2277,86.0578,0.0712,0.2245,7
56.8018,0.2085,2.1907,88.9399,0.1084,0.2433,2
97.0127,0.1984,2.2947,82.614,0.4489,0.1307,4
116.0901,0.2173,2.3853,79.9222,0.7806,0.0001,6
128.7764,0.231,2.4674,77.5131,1,0.0001,5
108.4063,0.186,2.4694,75.4021,0.6275,0.0045,6
102.7441,0.1584,2.3908,77.3141,0.5323,0.0176,4
92.1571,0.1817,2.2829,85.4259,0.3872,0.1423,2
82.9366,0.1444,2.3641,78.9865,0.2889,0.1089,9
68.0888,0.1949,2.2659,88.828,0.172,0.1941,2
46.7657,0.2357,2.2456,94.4027,0.0652,0.2383,4
60.533,0.2307,2.2298,91.5426,0.1274,0.2297,2
48.6268,0.1999,2.2879,88.1013,0.0724,0.2077,4
46.8168,0.2052,2.2797,88.1994,0.0654,0.2142,2
43.328,0.1949,2.2952,86.2947,0.0528,0.2083,4
43.6244,0.1728,2.3161,85.8702,0.0538,0.192,2
66.4149,0.1864,2.2906,83.651,0.1614,0.1831,9
105.0461,0.2025,2.3604,80.1089,0.5694,0.0774,6
120.5863,0.2122,2.4264,78.5435,0.8851,0.0001,5
111.7271,0.1827,2.514,72.8345,0.69,0.0001,1
89.095,0.2077,2.4388,76.373,0.352,0.0888,6
81.5066,0.1902,2.3688,78.3121,0.2757,0.1277,4
75.0316,0.1826,2.2934,80.1697,0.2212,0.1684,2
65.3292,0.1859,2.3106,82.3245,0.1547,0.1766,3
85.121,0.2205,2.3393,81.8711,0.3102,0.1432,6
74.4609,0.21,2.3125,83.2271,0.2169,0.1706,4
65.593,0.2096,2.2798,84.5827,0.1563,0.1965,2
80.5566,0.2137,2.3353,82.8666,0.2671,0.1526,6
102.8237,0.2275,2.4384,79.8408,0.5335,0.0554,5
107.0277,0.2333,2.424,79.2722,0.603,0.0493,6
94.906,0.2202,2.3192,80.8768,0.4212,0.1298,3
84.19,0.2096,2.2255,83.1403,0.301,0.192,2
55.6932,0.1783,2.2382,86.6432,0.103,0.2137,7
67.0536,0.2,2.2774,85.7669,0.1654,0.1923,2
84.6353,0.1953,2.2077,85.2246,0.3054,0.1956,2
101.4587,0.2055,2.2983,83.0145,0.5125,0.1206,4
106.4927,0.2194,2.3392,82.3202,0.5938,0.0899,6
89.439,0.226,2.3259,82.7443,0.3558,0.1413,4
72.1121,0.2174,2.2612,84.1092,0.1995,0.1977,2
60.2563,0.1696,2.2956,81.2575,0.1259,0.1829,4
85.0104,0.1678,2.4289,75.1915,0.3091,0.087,6
86.2028,0.1708,2.3847,74.0307,0.3211,0.1033,4
87.7634,0.1706,2.3167,79.7979,0.3375,0.1308,2
96.7118,0.214,2.294,86.7429,0.4449,0.1363,4
85.0419,0.2221,2.2759,86.5195,0.3094,0.1714,2
79.3771,0.2216,2.2466,86.1136,0.2568,0.1939,4
85.8675,0.2337,2.2912,84.794,0.3177,0.1662,6
97.2022,0.2473,2.3607,83.3323,0.4515,0.1126,1
95.3515,0.2009,2.4344,79.7867,0.4269,0.0703,6
96.9229,0.2189,2.4162,80.563,0.4477,0.0798,1
76.9559,0.1659,2.4562,80.4181,0.2365,0.0932,6
113.7479,0.2122,2.3632,83.2056,0.7307,0.0001,4
82.0357,0.2022,2.2368,84.3502,0.2805,0.1882,2
45.1518,0.1922,2.1701,89.8965,0.0593,0.2561,2
111.6743,0.2169,2.2781,84.1254,0.689,0.0116,4
124.6041,0.2215,2.3365,81.803,0.9892,0.0001,6
133.97,0.2309,2.3893,80.3846,1,0.0001,1
82.1885,0.2531,2.2379,87.2713,0.2819,0.202,4
67.6708,0.2213,2.1696,88.3037,0.1693,0.2437,7
64.315,0.148,2.3719,86.9649,0.1487,0.1399,4
72.8591,0.209,2.2744,85.983,0.2049,0.1887,2
91.5574,0.2177,2.2627,85.5278,0.3801,0.1635,4
100.3479,0.2249,2.3133,82.9622,0.4959,0.1206,6
111.6752,0.2299,2.4173,79.6885,0.689,0.0357,1
97.6237,0.17,2.4771,77.0467,0.4572,0.0326,6
105.2976,0.1771,2.4056,77.8311,0.5735,0.0222,6
124.0706,0.2254,2.4408,81.8998,0.9747,0.0001,1
90.31,0.2516,2.282,87.6808,0.3656,0.1663,4
75.6215,0.2348,2.1964,88.4952,0.2258,0.2256,2
96.0493,0.2107,2.3076,81.937,0.436,0.1298,9
93.8649,0.2016,2.2647,83.304,0.408,0.1537,2
76.9966,0.1831,2.2385,85.4322,0.2368,0.1895,2
108.04,0.2028,2.2168,87.582,0.6209,0.0401,2
111.0542,0.202,2.2422,87.0714,0.6769,0.0001,2
122.5491,0.2155,2.2798,83.0289,0.9346,0.0001,4
128.5956,0.2326,2.3504,82.4345,1,0.0001,1
119.0868,0.2837,2.3086,88.5349,0.8489,0.0056,6
107.3168,0.2362,2.2597,89.5488,0.6081,0.1229,4
101.5132,0.2036,2.2514,88.943,0.5133,0.1349,2
104.6732,0.1924,2.2807,86.9515,0.5632,0.0683,4
107.5573,0.1901,2.2726,82.2682,0.6123,0.017,2
95.7626,0.1987,2.2818,81.7416,0.4323,0.1403,4
121.5324,0.2032,2.3721,79.2168,0.9087,0.0001,6
123.9269,0.2209,2.315,80.0341,0.9709,0.0001,4
125.4894,0.2182,2.3131,81.7846,1,0.0001,6
131.4153,0.2499,2.3652,86.2101,1,0.0001,1
102.7495,0.2215,2.4259,77.6327,0.5324,0.0586,6
87.9953,0.2067,2.3591,79.5959,0.34,0.1233,4
