wellName,DEPTH,Gamma,Porosity,Fluvialfacies
A10,1587.129,77.032516,0.252366,1
A10,1587.629,76.543404,0.273215,2
A10,1588.129,76.261848,0.262105,2
A10,1588.629,76.189651,0.24079,2
A10,1589.129,75.086159,0.249087,2
A10,1589.629,72.55526,0.266838,2
A10,1590.129,70.821884,0.278178,2
A10,1590.629,70.596436,0.287472,2
A10,1591.129,72.219124,0.276169,2
A10,1591.629,75.798569,0.25829,2
A10,1592.129,76.575829,0.247799,2
A10,1592.629,73.031441,0.239668,2
A10,1593.129,70.175995,0.248394,2
A10,1593.629,69.609322,0.262502,2
A10,1594.129,72.692619,0.26564,2
A10,1594.629,79.860512,0.265276,2
A10,1595.129,87.913818,0.238282,1
A10,1595.629,95.831078,0.202785,1
A10,1596.129,100.99051,0.207391,1
A10,1596.629,102.55498,0.224802,1
A10,1597.129,98.15271,0.248724,1
A10,1597.629,87.026421,0.274724,1
A10,1598.129,79.942932,0.278867,1
A10,1598.629,80.339981,0.27603,1
A10,1599.129,83.314407,0.268697,1
A10,1599.629,87.30069,0.259926,1
A10,1600.129,90.476624,0.252018,1
A10,1600.629,92.260429,0.244385,1
A10,1601.129,91.926941,0.25064,1
A10,1601.629,89.244629,0.26133,1
A10,1602.129,86.293861,0.25603,1
A10,1602.629,83.738884,0.245625,1
A10,1603.129,83.713669,0.250384,1
A10,1603.629,86.899574,0.259985,1
A10,1604.129,88.476822,0.255445,1
A10,1604.629,86.906509,0.246389,1
A10,1605.129,84.239403,0.241695,1
A10,1605.629,81.130264,0.238395,1
A10,1606.129,80.111015,0.225516,1
A10,1606.629,81.990051,0.209578,1
