Gamma,Porosity,Fluvialfacies
78.363472,0.1233,0
76.981682,0.12248,0
77.449387,0.128204,0
78.284668,0.129104,0
78.199532,0.129274,0
77.931473,0.129324,0
78.097984,0.129121,0
78.350868,0.122513,0
75.8218,0.12971,0
72.73983,0.138248,0
76.581116,0.12938,0
81.798393,0.124391,0
84.411064,0.12211,0
86.506073,0.122785,0
83.015419,0.126707,0
78.414619,0.128781,0
78.733185,0.127999,0
80.029465,0.1191,0
77.733734,0.130002,0
74.724098,0.123731,0
75.55172,0.110504,0
77.141991,0.125722,3
78.634842,0.128009,3
80.10833,0.126992,3
80.733009,0.126468,3
81.188995,0.135664,3
70.302284,0.139388,3
57.161243,0.138925,3
69.855942,0.133087,3
87.685425,0.144794,3
77.592407,0.176143,3
61.94986,0.1787,3
62.270519,0.141143,3
65.763832,0.120317,3
68.059608,0.128253,3
70.117371,0.135154,3
71.175056,0.140555,0
72.033981,0.125842,0
92.156052,0.103907,0
116.10661,0.088585,0
123.99172,0.082491,0
128.68384,0.080724,0
127.63612,0.082292,0
125.44762,0.082741,0
126.70956,0.081186,0
128.65726,0.080487,0
128.15237,0.081213,0
127.16005,0.082815,0
124.84569,0.085185,0
122.26857,0.084971,0
125.28644,0.081508,0
129.41629,0.077824,0
132.88911,0.074522,0
136.23137,0.074071,0
133.81989,0.076963,0
130.26488,0.076823,0
134.10625,0.072388,0
139.41763,0.073579,0
131.64674,0.082371,0
121.27579,0.087576,0
120.90577,0.086971,0
122.52342,0.086637,0
121.59535,0.087782,0
120.16134,0.085507,0
126.2902,0.078839,0
133.92213,0.075144,0
133.91547,0.075886,0
132.39059,0.078121,0
129.30086,0.081267,0
125.90009,0.080051,0
131.80991,0.073427,0
139.57019,0.072765,0
133.17363,0.080328,0
123.96344,0.08611,0
121.24199,0.088123,0
119.81017,0.087055,0
123.44615,0.083043,0
128.08934,0.079087,0
131.60985,0.075783,0
134.90723,0.07486,0
133.51353,0.076663,0
131.18752,0.077037,0
132.74019,0.075159,0
135.06377,0.076536,0
129.89894,0.082263,0
123.24582,0.085182,0
123.87581,0.08387,0
125.9533,0.081953,0
127.8325,0.080151,0
129.67229,0.077626,0
133.04378,0.074211,0
136.71964,0.071891,0
137.8298,0.071062,0
138.43004,0.072921,0
133.99518,0.077704,0
128.5596,0.080639,0
127.93662,0.080779,0
128.27014,0.082024,0
125.36846,0.085148,0
121.8238,0.085461,0
124.72112,0.082033,0
128.89877,0.079617,0
129.7059,0.07916,0
129.84315,0.079569,0
128.86182,0.080628,0
127.65815,0.082275,0
125.46384,0.084496,0
123.07262,0.085643,0
123.09579,0.085388,0
123.59881,0.084219,0
125.50852,0.082233,0
127.6978,0.080148,0
129.80981,0.078109,0
131.90649,0.075969,0
134.22537,0.073701,0
136.58844,0.074531,0
132.51091,0.079104,0
127.15335,0.082449,0
125.60728,0.08358,0
124.81876,0.082626,0
127.57782,0.079611,0
131.04195,0.077051,0
132.85887,0.075448,0
134.3484,0.074917,0
133.95613,0.075479,0
133.18985,0.078516,0
127.68963,0.084302,0
121.24855,0.100665,0
93.921906,0.136947,0
62.444302,0.142781,1
59.427204,0.121418,1
62.066559,0.141209,1
59.370701,0.178798,1
55.614475,0.1691,1
55.410419,0.150609,1
55.91235,0.145215,1
54.107708,0.133033,1
51.844643,0.122866,1
52.809071,0.133626,1
54.414955,0.158505,1
54.860466,0.165418,1
55.075356,0.156529,1
56.322678,0.141131,1
57.775192,0.129725,1
71.870995,0.120591,1
88.479622,0.116136,1
92.902191,0.113926,0
94.902809,0.116646,0
87.288757,0.13188,0
77.763824,0.136043,0
81.538864,0.124174,0
