Gamma,Porosity,Fluvialfacies
121.103,0.062878,0
123.402,0.066117,0
126.577,0.040218,0
129.986,0.041506,0
125.139,0.06038,0
118.089,0.056028,0
120.823,0.03228,0
126.168,0.025479,0
128.646,0.036451,0
130.359,0.036935,0
130.247,0.04022,0
129.646,0.044677,0
123.25,0.052656,0
115.307,0.057462,0
113.872,0.05813,0
114.173,0.05614,0
118.372,0.034108,0
123.611,0.04864,0
127.199,0.060382,0
130.346,0.056627,0
125.897,0.068797,0
119.421,0.056744,0
120.599,0.045136,0
123.821,0.04418,0
120.184,0.053922,0
114.716,0.056566,0
117.742,0.045952,0
123.034,0.043157,0
123.062,0.050577,0
121.685,0.052243,0
119.739,0.053875,0
117.641,0.054824,0
118.041,0.054223,0
119.107,0.055768,0
122.311,0.065871,0
126.085,0.046189,0
123.786,0.030625,0
119.865,0.047339,0
120.789,0.045702,0
123.005,0.058491,0
122.977,0.067753,0
122.349,0.054689,0
120.954,0.052108,0
119.354,0.053444,0
118.162,0.054407,0
117.078,0.053271,0
120.438,0.032743,0
124.983,0.046003,0
125.335,0.068461,0
124.568,0.054494,0
122.078,0.051635,0
119.128,0.05239,0
120.458,0.055965,0
122.93,0.05736,0
120.729,0.054866,0
117.28,0.054559,0
118.347,0.052758,0
120.619,0.051013,0
121.719,0.054348,0
122.505,0.060578,0
123.873,0.08167,0
125.395,0.067919,0
127.297,0.033442,0
129.302,0.035855,0
130.341,0.035462,0
131.122,0.022766,0
126.194,0.030097,0
119.743,0.053925,0
122.099,0.064299,0
126.807,0.062898,0
130.246,0.055967,0
133.345,0.053583,0
129.439,0.053216,0
123.663,0.052364,0
119.084,0.055152,0
114.825,0.056723,0
115.516,0.055462,0
117.528,0.053327,0
120.003,0.05872,0
122.601,0.056486,0
122.376,0.048346,0
121.398,0.050302,0
120.7,0.051962,0
120.077,0.041121,0
121.989,0.029381,0
124.576,0.037051,0
122.83,0.047985,0
119.927,0.065185,0
88.6232,0.097652,3
49.7395,0.118871,3
42.5109,0.121284,2
43.7307,0.118923,2
46.9521,0.115532,2
50.7076,0.115259,2
47.4455,0.119211,2
42.3104,0.121862,2
41.9064,0.121736,2
42.7651,0.119455,2
46.6165,0.115187,1
51.2666,0.114531,1
47.4428,0.118982,1
41.3573,0.121625,1
41.6882,0.120615,2
43.7315,0.119767,2
